Title,Abstract,PDF file name
PaM-MIL: Proliferation and Metastasis Enhanced Localization for Multiple Instance Learning on Pathology Images,"In multiple instance learning (MIL)-based whole-slide image (WSI) analysis, positive instance localization is a crucial downstream task. However, current MIL approaches prioritize WSI-level classification accuracy, resulting in insufficient localization of positive instances: (i) they produce sparse localization results that focus only on the most discriminative instances; and (ii) they overlook spatially scattered tumor regions. We introduce PaM-MIL, a biologically inspired framework that explicitly enhances positive-instance localization by mirroring the biological tumor growth process. PaM-MIL comprises two complementary modules: a Tumor Proliferation Module (TPM) that mitigates localization sparsity, and a Tumor Metastasis Module (TMM) that recovers small and scattered regions overlooked by MIL models. Extensive experiments on three public pathology datasets (CAMELYON-16, CAMELYON-17 and PANDA) demonstrate that PaM-MIL achieves new state-of-the-art instance localization performance while consistently improving WSI-level classification accuracy. Comprehensive ablations further validate the distinct and indispensable contributions of TPM and TMM. Code is available at https://github.com/hkustgary/PaM-MIL.git.",Guo_PaM-MIL_Proliferation_and_Metastasis_Enhanced_Localization_for_Multiple_Instance_Learning_CVPRF_2026_paper.pdf
IRL-VLA: Vision-Language-Action Training via Reward World Model,"Vision-Language-Action (VLA) models hold great promise for autonomous driving, yet their practical deployment is hindered by two fundamental limitations. First, existing VLA architectures rely on open-loop imitation learning, which merely replicates behaviors from training data without reasoning about long-term consequences in diverse driving scenarios, leading to brittle and suboptimal policies. Second, effective closed-loop training typically requires high-fidelity sensor simulation, where domain gaps and computational overhead severely limit scalability. To address these challenges, we propose IRL-VLA, a novel closed-loop reinforcement learning framework comprising two core components: (i) a Reward World Model (RWM) learned via Inverse Reinforcement Learning (IRL) from expert driving demonstrations, which captures the underlying cost structure of human driving and enables simulation-free reward estimation; and (ii) a new policy optimization algorithm, Group Scoring-Filtered Policy Optimization(GSPO), that leverages RWM-provided rewards to jointly optimize safety, comfort, and traffic efficiency by selectively reinforcing high-quality trajectory proposals. Extensive experiments on the NAVSIM and Bench2Drive benchmarks show that IRL-VLA achieves state-of-the-art performance. Our model achieves 49.2 EPDMS in the NAVSIMV2 Navhard benchmark which demonstrates that high-performance, closed-loop VLA learning can be realized without reliance on expensive simulators.",Jiang_IRL-VLA_Vision-Language-Action_Training_via_Reward_World_Model_CVPRF_2026_paper.pdf
SEM: Sparse Embedding Modulation for Post-Hoc Debiasing of Vision-Language Models,"Models that bridge vision and language, such as CLIP, are key components of multimodal AI, yet their large-scale, uncurated training data introduce severe social and spurious biases. Existing post-hoc debiasing methods often operate directly in the dense CLIP embedding space, where bias and task-relevant information are highly entangled. This entanglement limits their ability to remove bias without degrading semantic fidelity. In this work, we propose Sparse Embedding Modulation (SEM), a post-hoc, zero-shot debiasing framework that operates in a Sparse Autoencoder (SAE) latent space. By decomposing CLIP text embeddings into disentangled features, SEM identifies and modulates bias-relevant neurons while preserving query-relevant ones. This enables more precise, non-linear interventions. Across four benchmark datasets and two CLIP backbones, SEM achieves substantial fairness gains in retrieval and zero-shot classification. Our results demonstrate that sparse latent representations provide an effective foundation for post-hoc debiasing of vision-language models.",Guimard_SEM_Sparse_Embedding_Modulation_for_Post-Hoc_Debiasing_of_Vision-Language_Models_CVPRF_2026_paper.pdf
Softmax-GS: Generalized Gaussians Learning When to Blend or Bound,"3D Gaussian Splatting (3D GS) is a popular representation for novel view synthesis due to its fast training and rendering speed. However, its efficiency relies on the key assumption that Gaussians do not overlap in the 3D space, which leads to noticeable artifacts and view inconsistencies. In addition, the inherently diffuse boundaries of Gaussians hinder accurate reconstruction of sharp object edges.We propose Softmax-GS, a unified solution that addresses both the view-inconsistencies and the diffuse-boundary problem by enforcing a softmax-based competition in overlapping regions between two Gaussians, with learnable parameters controlling the sharpness of the competition. This enables a continuous spectrum from smooth color blending to crisp, well-defined boundaries. Our algorithm also preserves order invariance among competing Gaussians and maintains the final transmittance. Extensive experiments on synthetic geometries demonstrate the effectiveness of each component of Softmax-GS, and evaluations on canonical real-world benchmarks show that it achieves state-of-the-art performance, improving both reconstruction quality and parameter efficiency without significantly compromising the rendering speed.",Ziwen_Softmax-GS_Generalized_Gaussians_Learning_When_to_Blend_or_Bound_CVPRF_2026_paper.pdf
On the Feasibility and Opportunity of Autoregressive 3D Object Detection,"LiDAR-based 3D object detectors typically rely on proposal heads with hand-crafted components like anchor assignment and non-maximum suppression (NMS), complicating training and limiting extensibility. We present AutoReg3D, an autoregressive 3D detector that casts detection as sequence generation. Given point-cloud features, AutoReg3D emits objects in a range-causal (near-to-far) order and encodes each object as a short, discrete-token sequence consisting of its center, size, orientation, and class. This near-to-far ordering mirrors LiDAR geometry---near objects occlude far ones but not vice versa---enabling straightforward teacher forcing during training and autoregressive decoding at test time. Our method is compatible across diverse point-cloud encoders and attains competitive nuScenes performance without anchors or NMS. Beyond parity, the sequential formulation unlocks language-model advances for 3D perception, including GRPO-style reinforcement learning for task-aligned objectives and test-time compute scaling that trades latency for accuracy. These results position autoregressive decoding as a viable, flexible alternative for LiDAR-based detection and open a path to importing modern sequence-modeling tools into 3D perception.",Huang_On_the_Feasibility_and_Opportunity_of_Autoregressive_3D_Object_Detection_CVPRF_2026_paper.pdf
LUMINA: Learning and Understanding of Multimodal Information for Narrative and Affect-based Virality Prediction,"Advances in multimodal understanding have transformed how machines perceive human communication, yet the mechanisms that drive the spread of visual content remain largely unexplored. Existing efforts often focus on recognizing semantics or emotions within individual modalities, overlooking how these signals jointly influence collective engagement and virality. In this work, we introduce LUMINA , a comprehensive framework that uncovers how emotional and semantic factors jointly drive the viral dynamics of short videos. LUMINA aims to shed light on how visual, auditory, and textual cues intertwine to evoke emotions and propagate across social media.Specifically, LUMINA comprises three key components: 1) LUMINA-Base, a large-scale multimodal video dataset that integrates aligned visual, audio, and textual signals with engagement metadata, enabling the study of emotion-driven diffusion at unprecedented scale; 2) LUMINA-Flow, a hierarchical framework that models how topic, emotion, and aesthetic cues interact to predict and interpret video virality; and 3) LUMINA-Bench, a comprehensive benchmark covering three core tasks: topic classification, emotion recognition, and virality prediction, and provides a unified evaluation protocol across all tasks.. Together, these components establish the first holistic foundation for understanding how affective content flows through multimodal media, bridging computational perception with the social dynamics of attention and influence.",Lin_LUMINA_Learning_and_Understanding_of_Multimodal_Information_for_Narrative_and_CVPRF_2026_paper.pdf
Indexing Multimodal Language Models for Large-scale Image Retrieval,"Multimodal Large Language Models (MLLMs) have demonstrated strong cross-modal reasoning capabilities, yet their potential for vision-only tasks remains underexplored. We investigate MLLMs as training-free similarity estimators for instance-level image-to-image retrieval. Our approach prompts the model with paired images and converts next-token probabilities into similarity scores, enabling zero-shot re-ranking within large-scale retrieval pipelines. This design avoids specialized architectures and fine-tuning, leveraging the rich visual discrimination learned during multimodal pre-training. We address scalability by combining MLLMs with memory-efficient indexing and top-k candidate re-ranking. Experiments across diverse benchmarks show that MLLMs outperform task-specific re-rankers outside their native domains and exhibit superior robustness to clutter, occlusion, and small objects. Despite strong results, we identify failure modes under severe appearance changes, highlighting opportunities for future research. Our findings position MLLMs as a promising alternative for open-world large-scale image retrieval.",Tharwat_Indexing_Multimodal_Language_Models_for_Large-scale_Image_Retrieval_CVPRF_2026_paper.pdf
MASS: Motion-Aware Spatial-temporal Grounding for Physics Reasoning and Comprehension in Vision-Language Models,"Vision Language Models (VLMs) perform well on standard video tasks but struggle with physics-related reasoning that involves motion dynamics and spatial interactions. We present a novel approach to address this gap by translating physical-world context cues into interpretable representations aligned with VLMs' perception, comprehension, and reasoning. We present MASS, a model-agnostic approach that injects spatial-temporal signals into the VLM language space via depth-based 3D encoding and visual grounding, coupled with a motion tracker for object dynamics. We also contribute a comprehensive benchmark, MASS-Bench, consisting of 4,350 real-world and AIGC videos and 8,361 free-form video question-answering pairs focused on physics-related comprehension tasks, with detailed annotations including visual detections and grounding over sub-segments, as well as full-sequence 3D motion tracking of entities. To strengthen cross-modal alignment and reasoning, we apply reinforcement fine-tuning to MASS. Experiments and ablations show that our refined VLMs outperform comparable and baselines of larger size, and prior state-of-the-art (SoTA) models, achieving performance comparable to close-source SoTA VLMs (2% difference) like Gemini-2.5-Flash on physics reasoning and comprehension.",Wu_MASS_Motion-Aware_Spatial-temporal_Grounding_for_Physics_Reasoning_and_Comprehension_in_CVPRF_2026_paper.pdf
MoonSeg3R: Monocular Online Zero-Shot Segment Anything in 3D with Reconstructive Foundation Priors,"In this paper, we focus on online zero-shot monocular 3D instance segmentation, a novel practical setting where existing approaches fail to perform because they rely on posed RGB-D sequences. To overcome this limitation, we leverage CUT3R, a recent Reconstructive Foundation Model (RFM), to provide reliable geometric priors from a single RGB stream. We propose MoonSeg3R, which introduces three key components: (1) a self-supervised query refinement module with spatial-semantic distillation that transforms segmentation masks from 2D visual foundation models (VFMs) into discriminative 3D queries; (2) a 3D query index memory that provides temporal consistency by retrieving contextual queries; and (3) a state-distribution token from CUT3R that acts as a mask identity descriptor to strengthen cross-frame fusion. Experiments on ScanNet200 and SceneNN show that MoonSeg3R is the first method to enable online monocular 3D segmentation and achieves performance competitive with state-of-the-art RGB-D-based systems. Our code is available at https://github.com/VICO-UoE/MoonSeg3R.",Du_MoonSeg3R_Monocular_Online_Zero-Shot_Segment_Anything_in_3D_with_Reconstructive_CVPRF_2026_paper.pdf
VRSA: Jailbreaking Multimodal Large Language Models through Visual Reasoning Sequential Attack,"Multimodal Large Language Models (MLLMs) are widely used in various fields due to their powerful cross-modal comprehension and generation capabilities. However, more modalities bring more vulnerabilities to being utilized for jailbreak attacks, which induces MLLMs to output harmful content. Due to the strong reasoning ability of MLLMs, previous jailbreak attacks try to explore reasoning safety risk in text modal, while similar threats have been largely overlooked in the visual modal. To fully evaluate potential safety risks in the visual reasoning task, we propose Visual Reasoning Sequential Attack (VRSA), which induces MLLMs to gradually externalize and aggregate complete harmful intent by decomposing the original harmful text into several sequentially related sub-images. In particular, to enhance the rationality of the scene in the image sequence, we propose Adaptive Scene Refinement to optimize the scene most relevant to the original harmful query. To ensure the semantic continuity of the generated image, we propose Semantic Coherent Completion to iteratively rewrite each sub-text combined with contextual information in this scene. In addition, we propose Text-Image Consistency Alignment to keep the semantical consistency. A series of experiments demonstrates that the VRSA can achieve a higher attack success rate compared with the state-of-the-art jailbreak attack methods on both the open-source and closed-source MLLMs such as GPT-4o and Claude-4.5-Sonnet. Warning: This paper contains examples of harmful texts and images, and reader discretion is recommended.",Zhao_VRSA_Jailbreaking_Multimodal_Large_Language_Models_through_Visual_Reasoning_Sequential_CVPRF_2026_paper.pdf
M-PhyGs: Multi-Material Object Dynamics from Video,"Knowledge of the physical material properties governing the dynamics of a real-world object becomes necessary to accurately anticipate its response to unseen interactions. Existing methods for estimating such physical material parameters from visual data assume homogeneous single-material objects, pre-learned dynamics, or simplistic topologies. Real-world objects, however, are often complex in material composition and geometry lying outside the realm of these assumptions. In this paper, we particularly focus on flowers as a representative common object. We introduce Multi-material Physical Gaussians (M-PhyGs) to estimate the material composition and parameters of such multi-material complex natural objects from video. From a short video captured in a natural setting, M-PhyGs jointly segments the object into similar materials and recovers their continuum mechanical parameters while accounting for gravity. M-PhyGs achieves this efficiently with newly introduced cascaded 3D and 2D losses, and by leveraging temporal mini-batching. We introduce a dataset, Phlowers, of people interacting with flowers as a novel platform to evaluate the accuracy of this challenging task of multi-material physical parameter estimation. Experimental results on Phlowers dataset demonstrate the accuracy and effectiveness of M-PhyGs and its components.",Wada_M-PhyGs_Multi-Material_Object_Dynamics_from_Video_CVPRF_2026_paper.pdf
A Robust Out-of-Distribution Detection Framework via Synergistic Smoothing,"Reliable out-of-distribution (OOD) detection is a critical requirement for the safe deployment of machine learning systems. Despite recent progress, state-of-the-art OOD detectors are highly susceptible to adversarial attacks, which undermines their trustworthiness in automated systems. To address this vulnerability, we apply median smoothing to baseline OOD detection scores, balancing clean and adversarial accuracies. Our key insight is that the noisy samples generated for median smoothing can be repurposed to quantify the local instability of the base score. We observe that OOD samples exhibit higher instability under perturbation. Based on this, we propose ROSS, a novel and robust post-hoc OOD detector that leverages the instability of baseline scores to further distinguish between in-distribution (ID) and OOD samples. ROSS achieves symmetric robustness, performing strongly against both score-minimising and score-maximising attacks, unlike prior work. This symmetric defence leads to state-of-the-art robustness, outperforming prior methods by up to 40 AUROC points. We demonstrate ROSS's effectiveness on extensive experiments across CIFAR-10, CIFAR-100, and ImageNet. Code is available at: https://github.com/Abdu-Hekal/ROSS.",Stoica_A_Robust_Out-of-Distribution_Detection_Framework_via_Synergistic_Smoothing_CVPRF_2026_paper.pdf
TokenErase: Robust Concept Erasure via Visual-Injected Token Optimization,"Concept erasure is an essential task in text-to-image generation, aiming to prevent diffusion models from producing copyrighted or unsafe content. However, existing approaches often suffer from limited robustness and are vulnerable to adversarial attacks, which can cause erased concepts to reappear. While existing approaches enhance robustness by leveraging visual information, most rely on tuning-based techniques that project image features back into text space or on pre-trained adapters that fuse visual cues through additional cross-attention layers, both of which substantially increase training complexity. To address these challenges, we propose TokenErase, a framework that employs a **Visual-Injected Self-Attention** mechanism to seamlessly integrate image information into the erasure process in a training-free manner. Building upon the training-free visual injection, TokenErase introduces a **Token-Optimizing Cross-Attention** mechanism for lightweight concept-erasure fine-tuning, where the U-Net is frozen and only the text token is optimized to achieve precise concept removal without degrading generation quality. Furthermore, our learnable prompt mechanism enables TokenErase to serve as a plug-and-play module, compatible with and capable of enhancing existing concept erasure methods. Extensive experiments across multiple benchmarks demonstrate that TokenErase achieves superior robustness while minimizing degradation of the model's general-purpose generation performance. Our code is available at https://github.com/xszz666/TokenErase.",Zou_TokenErase_Robust_Concept_Erasure_via_Visual-Injected_Token_Optimization_CVPRF_2026_paper.pdf
Activation-Norm Maximization to Accelerate Training in Flow-Matching Transformers,"Flow-matching diffusion transformers are highly sensitive to their early optimization dynamics, where poor initialization often leads to slow convergence and sub-optimal sample quality. We propose a new data-dependent initialization technique that jointly minimizes the flow-matching loss and a lightweight regularizer that maximizes activation norms for a short time at the beginning of training (less than 0.1% of the total training steps). Our method leads to faster loss reduction and lower final FID. The regularizer is just a few lines of code, has minimal overhead, and can be seamlessly integrated into existing pipelines. At 400k steps, our method significantly reduces the FID for the S/2 (-4.62%), B/2 (-13.21%), L/2 (-21.95%) and XL/2 (-34.34%) SiT variants. For the largest XL/2 model, even after 2 million steps (2M), FID is reduced by 24%, by simply using our initialization for the first 2k steps and continuing with regular flow-matching training thereafter. In fact, we match the baseline SiT's final FID at 7M steps in just 1.2M steps, a 5.8xspeedup. Our method can also be used in conjunction with the recent representation alignment (REPA) regularization, further improving upon it, and outperforms a recently proposed dispersion regularization while requiring lesser overhead than it.",Belhe_Activation-Norm_Maximization_to_Accelerate_Training_in_Flow-Matching_Transformers_CVPRF_2026_paper.pdf
Taming Hallucinations: Boosting MLLMs' Video Understanding via Counterfactual Video Generation,"Multimodal Large Language Models (MLLMs) have achieved remarkable progress in video understanding, yet they remain prone to visual ungrounded hallucinations caused by over-reliance on language priors, especially in counterfactual videos that violate commonsense expectations. This limitation, stemming from the intrinsic data imbalance between text and video, is challenging to address due to the substantial cost of collecting and annotating counterfactual data. To address this, we propose DualityForge, a controllable diffusion-based video editing framework that transforms real-world videos into counterfactual scenarios while automatically generating high-quality QA pairs with structured contextual information. Based on this framework, we construct DualityVidQA, a large-scale paired video data set to reduce hallucinations in MLLMs. We further introduce Duality-Normalized Advantage Training (DNA-Train), a two-stage SFT-RL training regime that leverages original-edited video pairs through pair-wise l1 advantage normalization for more stable and efficient policy optimization. Experiments on DualityVidQA-Test show that our method substantially reduces hallucinations on counterfactual videos, achieving a 24.0% relative improvement over Qwen2.5-VL-7B, while also yielding consistent gains on general-purpose benchmarks.",Huang_Taming_Hallucinations_Boosting_MLLMs_Video_Understanding_via_Counterfactual_Video_Generation_CVPRF_2026_paper.pdf
Learning to Translate Noise for Robust Image Denoising,"Image denoising techniques based on deep learning often suffer from poor generalization performance to out-of-distribution real-world noise. To tackle this challenge, we propose a novel noise translation framework that performs denoising on an image with translated noise rather than directly denoising an original noisy image. Specifically, our approach translates unknown real-world noise into Gaussian noise, which is spatially uncorrelated and independent of image content, through our noise translation network. The translated noisy images are then processed by an image denoising network pretrained to effectively remove Gaussian noise, enabling robust and consistent denoising performance. We also design mathematically motivated functions and architectures for the noise translation network by leveraging the properties of Gaussian noise. Experimental results show that the proposed approach substantially improves robustness and generalizability, outperforming state-of-the-art methods across diverse benchmarks.",Ha_Learning_to_Translate_Noise_for_Robust_Image_Denoising_CVPRF_2026_paper.pdf
UGLMM: Towards Unified Vision Grounding with Large Multimodal Model,"Despite the promising advances that current Large Multimodal Models (LMMs) have made in various vision tasks, unifying and achieving good performance across all vision grounding tasks remains a major challenge. We identify two key reasons for this: sub-optimal grounding paradigms and neglect of the unity between mask-requiring and box-requiring grounding tasks. To address the above issues, we propose UGLMM, the first generalist LMM that unifies and achieves promising performance across all the vision grounding tasks including language-referred object grounding, category-based vision grounding, visual-prompt-based segmentation, and grounded conversation tasks. To unify all these grounding tasks, we introduce a unified LMM grounding paradigm (Uni-Ground paradigm), which flexibly employs the most suitable grounding process for different vision grounding tasks, enabling UGLMM to handle these tasks effectively with one model. UGLMM also highlights a mask-box grounding co-training strategy, which helps our model unify and perform better on both box-requiring and mask-requiring vision grounding tasks. Additionally, we introduce a grounding query selector and leverage multiple [GND] tokens to further enhance the vision grounding capability of UGLMM. Extensive experiments demonstrate that our UGLMM achieves state-of-the-art performance across a variety of tasks with one unified LMM. We believe our UGLMM makes a promising advance in developing a strong generalist LMM. Our code and trained models will be here: https://github.com/slonetime/UGLMM.",Shan_UGLMM_Towards_Unified_Vision_Grounding_with_Large_Multimodal_Model_CVPRF_2026_paper.pdf
MFI-ResNet: Efficient ResNet Architecture Optimization via MeanFlow Compression and Selective Incubation,"ResNet has achieved tremendous success in computer vision through its residual connection mechanism. ResNet can be viewed as a discretized form of ordinary differential equations (ODEs). From this perspective, the multiple residual blocks within a single ResNet stage essentially perform multi-step discrete iterations of the feature transformation for that stage. The recently proposed flow matching model, MeanFlow, enables one-step generative modeling by learning the mean velocity field to transform distributions. Inspired by this, we propose MeanFlow-Incubated ResNet (MFI-ResNet), which employs a compression-expansion strategy to jointly improve parameter efficiency and discriminative performance. In the compression phase, we simplify the multi-layer structure within each ResNet stage to one or two MeanFlow modules to construct a lightweight meta model. In the expansion phase, we apply a selective incubation strategy to the first three stages, expanding them to match the residual block configuration of the baseline ResNet model, while keeping the last stage in MeanFlow form, and fine-tune the incubated model. Experimental results show that on CIFAR-10 and CIFAR-100 datasets, MFI-ResNet achieves remarkable parameter efficiency, reducing parameters by 46.3% and 45.6% compared to ResNet-50, while still improving accuracy by 0.23% and 0.17%, respectively. This demonstrates that generative flow fields can effectively characterize the feature transformation process in ResNet, providing a new perspective for understanding the relationship between generative modeling and discriminative learning.",Sun_MFI-ResNet_Efficient_ResNet_Architecture_Optimization_via_MeanFlow_Compression_and_Selective_CVPRF_2026_paper.pdf
VideoScaffold: Elastic-Scale Visual Hierarchies for Streaming Video Understanding in MLLMs,"Understanding long videos with multimodal large language models (MLLMs) remains challenging due to the heavy redundancy across frames and the need for temporally coherent representations. Existing static strategies--such as sparse sampling, frame compression, and clustering--are optimized for offline settings and often produce fragmented or over-compressed outputs when applied to continuous video streams. We present VideoScaffold, a dynamic representation framework designed for streaming video understanding. It adaptively adjusts event granularity according to video duration while preserving fine-grained visual semantics. VideoScaffold introduces two key components: Elastic-Scale Event Segmentation (EES), which performs prediction-guided segmentation to dynamically refine event boundaries, and Hierarchical Event Consolidation (HEC), which progressively aggregates semantically related segments into multi-level abstractions. Working in concert, EES and HEC enable VideoScaffold to transition smoothly from fine-grained frame understanding to abstract event reasoning as the video stream unfolds. Extensive experiments across both offline and streaming video understanding benchmarks demonstrate that VideoScaffold achieves state-of-the-art performance. The framework is modular and plug-and-play, seamlessly extending existing image-based MLLMs to continuous video comprehension. Code is available at https://github.com/zheng980629/VideoScaffold.",Zheng_VideoScaffold_Elastic-Scale_Visual_Hierarchies_for_Streaming_Video_Understanding_in_MLLMs_CVPRF_2026_paper.pdf
Speed3R: Sparse Feed-forward 3D Reconstruction Models,"While recent feed-forward 3D reconstruction models accelerate 3D reconstruction by jointly inferring dense geometry and camera poses within a single forward pass, their reliance on dense attention imposes quadratic complexity, creating a computational bottleneck that limits inference speed. To resolve this, we introduce Speed3R, an end-to-end trainable model inspired by the core principle of Structure-from-Motion: that a sparse set of keypoints is sufficient for robust pose estimation. Speed3R features a dual-branch attention mechanism in which a compression branch generates a coarse contextual prior to guide a selection branch, which applies fine-grained attention only to more informative image tokens. This strategy mimics the efficiency of traditional keypoint matching, achieving a remarkable 12.4x inference speed-up on 1000-view sequences, while introducing a minimal, controlled trade-off in geometric accuracy. Validated on standard benchmarks with both VGGT and \pi^3 backbones, our method delivers high-quality reconstructions at a fraction of computational cost, paving the way for efficient large-scale scene modeling.",Ren_Speed3R_Sparse_Feed-forward_3D_Reconstruction_Models_CVPRF_2026_paper.pdf
Evolutionary Multi-Agent Collaboration for Real-World Video Face Restoration,"Video Face Restoration (VFR) aims to enhance the quality of degraded face videos. Existing approaches either apply face image restoration models independently to each frame, which often leads to poor temporal consistency due to the lack of temporal modeling, or use VFR-specific methods that struggle to balance fine facial detail recovery with temporal stability. To address these, we propose MA-VFR, a collaborative multi-agent system for video face restoration. Specifically, MA-VFR consists of a facical agent, a temporal agent, and an evolving coordinator agent. The facial agent specializes in restoring facial details, while the temporal agent enforces temporal coherence. Each agent builds its own memory by modeling toolchains tailored to its specific objective and then constructs an initial toolchain. The coordinator agent, acting as a decision-maker, adaptively combines these toolchains to derive an optimal restoration plan. Furthermore, the coordinator memory bank is periodically updated based on restoration results, which enhances the system adaptability and promotes more reliable collaboration over time. By incorporating these specialized agents and evolving memory mechanisms, MA-VFR balances the restoration of facial details with temporal consistency. Extensive experiments demonstrate that our MA-VFR achieves competitive performance.",Tang_Evolutionary_Multi-Agent_Collaboration_for_Real-World_Video_Face_Restoration_CVPRF_2026_paper.pdf
FedNPC: Stochastic Noise-driven Post-hoc Classifier Calibration Method for Federated Long-tailed Learning,"Federated long-tailed learning (Fed-LT) simultaneously tackles data heterogeneity across clients and global long-tailed distribution challenges. Existing approaches often depend on auxiliary datasets, gradients, or statistical information, which not only increase communication overhead but also introduce significant privacy leakage risks. To address these issues, we first conduct a systematic empirical study of the classifier bias under imbalanced data. We observe that the norm imbalance problem is substantially more severe in Fed-LT than in the centralized LT setting. Motivated by this observation, we propose FedNPC (stochastic Noise-driven Post-hoc classifier Calibration), a novel data-free post-processing calibration method for Fed-LT, using a virtual, balanced dataset. Furthermore, we provide theoretical insights showing that isotropic noise can effectively mitigate classifier norm imbalance. Extensive experiments on multiple Fed-LT benchmarks demonstrate the superior performance and generalization ability of FedNPC. Our code is available athttps://github.com/JintongGao/FedNPC.",Gao_FedNPC_Stochastic_Noise-driven_Post-hoc_Classifier_Calibration_Method_for_Federated_Long-tailed_CVPRF_2026_paper.pdf
Fingerprint Fragment Expansion using Image Outpainting Approach based on Spectral Normalization PatchGAN,"Partial fingerprint authentication systems, such as the ones used in smartphones or tablets, are used for a wide range of tasks. However, the small sensor sizes in these devices limit system performance, creating a trade-off between high false acceptance rates (low security) and high false rejection rates (low usability), or rendering some algorithms unusable. This paper introduces a technique for expanding fingerprint fragments using a Generative Adversarial Network (GAN) model with a patch-based loss function and Spectral Normalization (SN) for weight normalization. The model expands the image by generating ridge lines with local continuity based on neighboring information and global patterns. Our experiments show that expanding fragments with the proposed method enables the reconstruction of minutiae outside the fragment border, reducing the equal error rate (EER) by approximately 0.524% and 0.34% in the NIST Biometric Image Software Suite Bozorth3 and VeriFinger 13.1 SDK matchers, respectively.",Zaghetto_Fingerprint_Fragment_Expansion_using_Image_Outpainting_Approach_based_on_Spectral_CVPRF_2026_paper.pdf
PrAda: Few-Shot Visual Adaptation for Text-Prompted Segmentation,"Segmenting images is critical for visual understanding but demands extensive pixel-level annotations. Foundational models have enabled new paradigms for predicting new classes guided by textual prompts, without annotations from the target domain. Yet, on specialized target domains, far from the original pre-training, their performance degrades. We study the errors of existing methods under such domain-shift, finding that misclassification rather than mask generation is the main culprit. To address this, we introduce the novel problem of Few-Shot Visual Adaptation for text-prompted Segmentation. This kind of adaptation has been largely studied for image classification, but it remains unexplored for segmentation. We tackle this task with Prototype Adaptation (PrAda), a novel, parameter-efficient method that adapts a frozen text-prompted segmentation model. Our approach learns class-specific prototypes by combining fine-grained pixel features and high-level transformer representations, which are then fused with the original text-based predictions through a learned importance factor. This preserves the model's zero-shot potential while enabling strong adaptation to new domains. Experiments across semantic, instance, and panoptic segmentation on five benchmarks demonstrate that PrAda yields significant improvements over state-of-the-art and proposed baselines.",Rosi_PrAda_Few-Shot_Visual_Adaptation_for_Text-Prompted_Segmentation_CVPRF_2026_paper.pdf
GDP: Graph-Based Dynamic Personalization for Multimodal Large Language Models,"Multimodal large language models (MLLMs) have demonstrated strong cross-modal capabilities, and recent work has begun incorporating user identity and preference modeling to enhance personalization. However, existing approaches struggle to reliably recognize users in complex visual conditions (e.g., occlusion, non-frontal views) and rely on static user profiles without dynamically updating preferences, limiting their adaptability to real-world evolving user states. To address these challenges, we propose Graph-based Dynamic Personalization (GDP), a framework that applies preference confidence as dynamic weights to model user preferences in real time. Specifically, the system employs a Personalization Enhancement (PE) Agent to extract preference cues, estimate preference confidence, and leverage graph associations to enhance identity recognition under challenging conditions. Second, the dynamic user preference representations are stored and updated through a weighted graph. Finally, the system retrieves relevant preference-aware content to generate responses aligned with both immediate intent and long-term preferences. In addition, we construct the GDP dataset, the first benchmark dedicated to dynamic multimodal personalization, along with a complete data construction pipeline. Experimental results show that GDP achieves state-of-the-art performance on personalized multimodal tasks such as identity recognition and personalized question answering.",Ray_GDP_Graph-Based_Dynamic_Personalization_for_Multimodal_Large_Language_Models_CVPRF_2026_paper.pdf
Human-Intervention Segmentation via Federated Intent Embedding and Multi-Mask Recommendation,"Conventional image segmentation assumes a fixed notion of ground truth, whereas in many real-world scenarios, users repeatedly adjust model outputs to subjective or domain-specific preferences. Human-in-the-loop methods address this issue by incorporating user input during inference, but typically require intervention for each prediction and do not retain feedback for future use. To overcome this limitation, a new segmentation task, Human-Intervention Segmentation, is introduced that aims to generate segmentation masks that reflect user intent rather than relying solely on objective ground truth. A federated, training-free, and non-parametric framework is proposed that encodes user feedback as persistent intent embeddings. These embeddings are reused to personalize future predictions without additional intervention. The system produces multiple segmentation outputs in a single forward pass: (1) a baseline mask, (2) a personalized mask conditioned on the current intent, and (3) several recommendation masks based on similar intent vectors retrieved from other users. Embeddings are shared across clients in a privacy-preserving federated setting, and a central server retrieves semantically relevant references to guide recommendations. This architecture enables scalable, collaborative personalization without requiring parameter updates and is particularly suitable across diverse domains.",Kim_Human-Intervention_Segmentation_via_Federated_Intent_Embedding_and_Multi-Mask_Recommendation_CVPRF_2026_paper.pdf
Ninja Codes: Neurally Generated Fiducial Markers for Stealthy 6-DoF Tracking,"In this paper we describe Ninja Codes, neurally generated fiducial markers that can be made to naturally blend into various real-world environments. An encoder network converts arbitrary images into Ninja Codes by applying visually modest alterations; the resulting codes, printed and pasted onto surfaces, can provide stealthy 6-DoF location tracking for a wide range of applications including robotics and augmented reality. Ninja Codes can be printed using standard color printers on regular printing paper, and can be detected using any device equipped with a modern RGB camera and capable of running inference. Through experiments, we demonstrate Ninja Codes' ability to provide reliable location tracking under common indoor lighting conditions, while successfully concealing themselves within diverse environmental textures. We expect Ninja Codes to offer particular value in scenarios where the conspicuous appearance of conventional fiducial markers makes them undesirable for aesthetic and other reasons.",Takeuchi_Ninja_Codes_Neurally_Generated_Fiducial_Markers_for_Stealthy_6-DoF_Tracking_CVPRF_2026_paper.pdf
