title,pdf,arxiv,keywords,conference_day
UniDex: A Robot Foundation Suite for Universal Dexterous Hand Control from Egocentric Human Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_UniDex_A_Robot_Foundation_Suite_for_Universal_Dexterous_Hand_Control_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22264,dexterous hand control; egocentric human videos; robot-centric dataset; vision-language-action policy; human-in-the-loop retargeting; Function-Actuator-Aligned Space; cross-hand transfer; 3D pointclouds; robot-executable trajectories; zero-shot cross-hand generalization,2026-06-05
LaMoGen: Language to Motion Generation Through LLM-Guided Symbolic Inference,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_LaMoGen_Language_to_Motion_Generation_Through_LLM-Guided_Symbolic_Inference_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.11605,language-driven motion synthesis; LabanLite; Labanotation; Text-to-LabanLite-to-Motion Generation; LLM-guided symbolic inference; symbolic reasoning; interpretable motion representation; atomic body-part actions; text-motion alignment; motion sequence generation,2026-06-05
PRUE: A Practical Recipe for Field Boundary Segmentation at Scale,https://openaccess.thecvf.com/content/CVPR2026/papers/Muhawenayo_PRUE_A_Practical_Recipe_for_Field_Boundary_Segmentation_at_Scale_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27101,field boundary segmentation; agricultural monitoring; satellite-based field mapping; geospatial foundation models; Fields of The World benchmark; global field boundary delineation; U-Net semantic segmentation; composite loss functions; targeted data augmentations; field boundary datasets,2026-06-05
Recovering Physically Plausible Human-Object Interactions from Monocular Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Recovering_Physically_Plausible_Human-Object_Interactions_from_Monocular_Videos_CVPR_2026_paper.pdf,,human-object interactions; monocular video reconstruction; physics-guided reconstruction; reinforcement learning; kinematic estimation; physics simulator; interpenetration avoidance; object floating prevention; adaptive sampling strategy; physical plausibility,2026-06-05
SPARK: Sim-ready Part-level Articulated Reconstruction with VLM Knowledge,https://openaccess.thecvf.com/content/CVPR2026/papers/He_SPARK_Sim-ready_Part-level_Articulated_Reconstruction_with_VLM_Knowledge_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01629,articulated 3D objects; simulation-ready assets; part-level articulated reconstruction; single RGB image reconstruction; VLM-generated URDF parameters; part-level reference images; generative diffusion transformer; differentiable forward kinematics; differentiable rendering; robotic manipulation,2026-06-05
LaSM: Layer-wise Scaling Mechanism for Defending Pop-up Attack on GUI Agents,https://openaccess.thecvf.com/content/CVPR2026/papers/Yan_LaSM_Layer-wise_Scaling_Mechanism_for_Defending_Pop-up_Attack_on_GUI_CVPR_2026_paper.pdf,https://arxiv.org/abs/2507.10610,GUI agents; multimodal large language models; pop-up attack; environmental injection attacks; attention divergence; Layer-wise Scaling Mechanism; layer-wise modulation; attention misalignment; model saliency; training-free defense,2026-06-05
AGiLe: Learning Robust Long-Horizon Manipulation via Affordance-Grounded Bidirectional Latent Planning,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_AGiLe_Learning_Robust_Long-Horizon_Manipulation_via_Affordance-Grounded_Bidirectional_Latent_Planning_CVPR_2026_paper.pdf,,Long-horizon manipulation; Affordance grounding; Bidirectional latent planning; Robotic planning; Temporal robustness; Spatial robustness; Planning-execution gap; Subgoal generation; Forward critic; Embodied intelligence,2026-06-05
MaxMark: High-Capacity Diffusion-Native Watermarking via Robust and Invertible Latent Embedding,https://openaccess.thecvf.com/content/CVPR2026/papers/Chang_MaxMark_High-Capacity_Diffusion-Native_Watermarking_via_Robust_and_Invertible_Latent_Embedding_CVPR_2026_paper.pdf,,Diffusion models; latent diffusion models; digital watermarking; watermark embedding; invertible neural networks; latent noise; image generation; robustness; capacity; imperceptibility,2026-06-05
DrivePTS: A Progressive Learning Framework with Textual and Structural Enhancement for Driving Scene Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_DrivePTS_A_Progressive_Learning_Framework_with_Textual_and_Structural_Enhancement_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22549,driving scene generation; autonomous driving systems; diffusion models; HD maps; 3D bounding boxes; inter-condition dependency; progressive learning strategy; mutual information constraint; multi-view hierarchical descriptions; frequency-guided structure loss,2026-06-05
Local Motion Matters: A Deconstruct-Recompose Paradigm for Reinforcement Learning Pre-training from Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Local_Motion_Matters_A_Deconstruct-Recompose_Paradigm_for_Reinforcement_Learning_Pre-training_CVPR_2026_paper.pdf,,reinforcement learning pre-training; local motion representations; Deconstruct-Recompose Paradigm; Atomic Actions; Dual-Attention Encoder; Motion Aggregation Token; latent dynamics model; robotic control; transfer learning; spatiotemporal relationships,2026-06-05
GeoTikzBridge: Advancing Multimodal Code Generation for Geometric Perception and Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_GeoTikzBridge_Advancing_Multimodal_Code_Generation_for_Geometric_Perception_and_Reasoning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22687,Multimodal Large Language Models; geometric perception; visual reasoning; TikZ-based code generation; image-to-TikZ dataset; iterative data expansion; localized geometric transformation; instruction-augmented TikZ dataset; geometric problem-solving; plug-and-play reasoning modules,2026-06-05
Omni2Sound: Towards Unified Video-Text-to-Audio Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Dai_Omni2Sound_Towards_Unified_Video-Text-to-Audio_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.02731,video-text-to-audio generation; video-to-audio generation; text-to-audio generation; SoundAtlas; V-A-T alignment; agentic captioning pipeline; VT2A diffusion model; multi-task progressive training; modality bias; VGGSound-Omni,2026-06-05
LogCD: Local-to-global Consistency Distillation for Few-step Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_LogCD_Local-to-global_Consistency_Distillation_for_Few-step_Image_Generation_CVPR_2026_paper.pdf,,consistency distillation; few-step image generation; latent diffusion models; rectified flow models; text-image alignment; SDXL; FLUX.1; perceptual consistency; local-to-global distillation; image patch similarity,2026-06-05
EW-DETR: Evolving World Object Detection via Incremental Low-Rank DEtection TRansformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Monga_EW-DETR_Evolving_World_Object_Detection_via_Incremental_Low-Rank_DEtection_TRansformer_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20985,Evolving World Object Detection; exemplar-free incremental learning; domain adaptation; unknown detection; DETR-based detectors; Incremental LoRA Adapters; Query-Norm Objectness Adapter; Entropy-Aware Unknown Mixing; RF-DETR; Forgetting Openness Generalisation Score,2026-06-05
QuietPrune: Query-Guided Early Token Pruning for Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_QuietPrune_Query-Guided_Early_Token_Pruning_for_Vision-Language_Models_CVPR_2026_paper.pdf,,Vision-language models; token pruning; early pruning; vision transformer; visual token efficiency; query-guided pruning; semi-structured pruning; attention-based relevance; prefill latency; computational efficiency,2026-06-05
b-CLIP: Text-Conditioned Contrastive Learning for Multi-Granular Vision-Language Alignment,https://openaccess.thecvf.com/content/CVPR2026/papers/Zohra_b-CLIP_Text-Conditioned_Contrastive_Learning_for_Multi-Granular_Vision-Language_Alignment_CVPR_2026_paper.pdf,,Text-Conditioned Contrastive Learning; Multi-Granular Vision-Language Alignment; Cross-Attention; Dense Image-Text Alignment; Contextualized Visual Embeddings; Vision-Language Correspondence; β-Contextualized Contrastive Alignment Loss; Zero-Shot Image-Text Retrieval; Hierarchical Text Granularities; Fine-Grained Visual Localization,2026-06-05
Cross-modal Identity Mapping: Minimizing Information Loss in Modality Conversion via Reinforcement Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Jia_Cross-modal_Identity_Mapping_Minimizing_Information_Loss_in_Modality_Conversion_via_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.01696,Cross-modal Identity Mapping; information loss; modality conversion; reinforcement learning; Large Vision-Language Models; image captioning; text-based image retrieval; Gallery Representation Consistency; Query-gallery Image Relevance; relation reasoning,2026-06-05
Towards Highly Transferable Vision-Language Attack via Semantic-Augmented Dynamic Contrastive Interaction,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Highly_Transferable_Vision-Language_Attack_via_Semantic-Augmented_Dynamic_Contrastive_Interaction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04839,vision-language pre-training; adversarial attacks; adversarial transferability; Semantic-Augmented Dynamic Contrastive Attack; cross-modal alignment; dynamic contrastive interaction; image-text pairs; semantic-guided perturbation; contrastive learning mechanism; semantic augmentation,2026-06-05
CC-VQA: Conflict- and Correlation-Aware Method for Mitigating Knowledge Conflict in Knowledge-Based Visual Question Answering,https://openaccess.thecvf.com/content/CVPR2026/papers/Hong_CC-VQA_Conflict-_and_Correlation-Aware_Method_for_Mitigating_Knowledge_Conflict_in_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23952,knowledge-based visual question answering; KB-VQA; knowledge conflict mitigation; vision language models; parametric knowledge; retrieved contexts; visual-semantic conflict analysis; Vision-Centric Contextual Conflict Reasoning; Correlation-Guided Encoding and Decoding; correlation-weighted conflict scoring,2026-06-05
OneOcc: Semantic Occupancy Prediction for Legged Robots with a Single Panoramic Camera,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_OneOcc_Semantic_Occupancy_Prediction_for_Legged_Robots_with_a_Single_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.03571,semantic occupancy prediction; legged robots; panoramic semantic scene completion; vision-only 360° perception; Dual-Projection fusion; Bi-Grid Voxelization; Hierarchical AMoE-3D; Gait Displacement Compensation; QuadOcc benchmark; Human360Occ dataset,2026-06-05
ModularAgent: A Task-Aware Modular Framework for Joint Optimization of Multimodal Large Language Models and World Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhan_ModularAgent_A_Task-Aware_Modular_Framework_for_Joint_Optimization_of_Multimodal_CVPR_2026_paper.pdf,,Multimodal Large Language Models; World Models; Embodied Agents; Task-Aware Learning; Bidirectional Coupling; Semantic Reasoning; Environment Dynamics; Joint Optimization; Cross-Modal Understanding; Imagination and Planning,2026-06-05
Bridging Domains through Subspace-Aware Model Merging,https://openaccess.thecvf.com/content/CVPR2026/papers/Chaves_Bridging_Domains_through_Subspace-Aware_Model_Merging_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.05768,model merging; domain generalization; distribution shifts; parameter competition; task matrix; singular value decomposition; subspace conflicts; SCORE; shared orthogonal basis; principal components,2026-06-05
Dynamic Black-hole Emission Tomography with Physics-informed Neural Fields,https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_Dynamic_Black-hole_Emission_Tomography_with_Physics-informed_Neural_Fields_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.08029,black-hole emission tomography; dynamic 3D black-hole imaging; physics-informed neural fields; differentiable neural rendering; 4D emissivity field; EHT measurements; 3D velocity field reconstruction; soft dynamics constraints; BH-NeRF; black-hole spin estimation,2026-06-05
Spatial-Aware VLA Pretraining through Visual-Physical Alignment from Human Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_Spatial-Aware_VLA_Pretraining_through_Visual-Physical_Alignment_from_Human_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.13080,Vision-Language-Action models; robot learning; Spatial-Aware VLA Pretraining; visual-physical alignment; human demonstration videos; 3D spatial understanding; 3D action annotations; VIPA-VLA; dual-encoder architecture; robotic policies,2026-06-05
Back to the Feature: Explaining Video Classifiers with Video Counterfactual Explanations,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Back_to_the_Feature_Explaining_Video_Classifiers_with_Video_Counterfactual_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20295,video counterfactual explanations; video classifiers; contrastive interpretations; temporally coherent video generation; physically plausible counterfactual videos; smooth motion trajectories; latent noise optimization; two-stage optimization strategy; progressive optimization strategy; classifier decision-making mechanism,2026-06-05
Planning in 8 Tokens: A Compact Discrete Tokenizer for Latent World Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Planning_in_8_Tokens_A_Compact_Discrete_Tokenizer_for_Latent_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.05438,world models; decision-time planning; latent world model; discrete tokenizer; compact latent representations; CompACT tokenizer; action-conditioned world model; real-time control; action planning; policy learning,2026-06-05
Vision-Speech Models: Teaching Speech Models to Converse about Images,https://openaccess.thecvf.com/content/CVPR2026/papers/Royer_Vision-Speech_Models_Teaching_Speech_Models_to_Converse_about_Images_CVPR_2026_paper.pdf,,vision-speech models; multimodal speech LLMs; image-aligned speech data; speech transformers; cross-attention adaptation; real-time dialogue; prosodic features; parameter-efficient fine-tuning; visual question answering; lightweight adaptation modules,2026-06-05
Evidential Transformation Network: Turning Pretrained Models into Evidential Models for Post-hoc Uncertainty Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Chun_Evidential_Transformation_Network_Turning_Pretrained_Models_into_Evidential_Models_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08627,Evidential Transformation Network; post-hoc uncertainty estimation; pretrained models; Evidential Deep Learning; logit space affine transformation; Dirichlet distribution; image classification; out-of-distribution detection; deep ensembles; MC dropout,2026-06-05
SplitFlux: Learning to Decouple Content and Style from a Single Image,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_SplitFlux_Learning_to_Decouple_Content_and_Style_from_a_Single_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.15258,content-style disentanglement; customized image generation; Flux model; Single Stream Blocks; LoRA fine-tuning; Rank-Constrained Adaptation; Visual-Gated LoRA; image saliency; content preservation; stylization quality,2026-06-05
CFG-Ctrl: Control-Based Classifier-Free Diffusion Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03281,Classifier-Free Guidance; flow-based diffusion models; continuous-time generative flow; velocity field control; proportional controller; linear control instability; Sliding Mode Control CFG; exponential sliding mode surface; Lyapunov stability analysis; text-to-image generation,2026-06-05
FlowComposer: Composable Flows for Compositional Zero-Shot Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/He_FlowComposer_Composable_Flows_for_Compositional_Zero-Shot_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.16641,compositional zero-shot learning; FlowComposer; flow matching; primitive flows; composition flow; velocity field fusion; vision-language models; parameter-efficient fine-tuning; visual feature disentanglement; leakage-guided augmentation,2026-06-05
XPaintNet: An eXtreme Lightweight Framework for Stereoscopic Conversion without Inpainting Network,https://openaccess.thecvf.com/content/CVPR2026/papers/Yoon_XPaintNet_An_eXtreme_Lightweight_Framework_for_Stereoscopic_Conversion_without_Inpainting_CVPR_2026_paper.pdf,,3D stereoscopic conversion; bidirectional warping; depth estimation; forward warping; real-time synthesis; occlusion handling; left-right geometric consistency; optical flow; view synthesis; lightweight network architecture,2026-06-05
Why Does RL Generalize Better Than SFT? A Data-Centric Perspective on VLM Post-Training,https://openaccess.thecvf.com/content/CVPR2026/papers/Lu_Why_Does_RL_Generalize_Better_Than_SFT_A_Data-Centric_Perspective_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.10815,Vision-Language Models; post-training; Reinforcement Learning; Supervised Fine-Tuning; out-of-distribution generalization; data difficulty; implicit data filtering; medium-difficulty training samples; Difficulty-Curated SFT; sample difficulty filtering,2026-06-05
Cross-Hand Latent Representation for Vision-Language-Action Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Cross-Hand_Latent_Representation_for_Vision-Language-Action_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.10158,vision-language-action models; dexterous manipulation; cross-embodiment learning; unified latent action space; embodiment-invariant latent space; dexterous robotic hands; language-conditioned manipulation; multimodal perception; XL-VLA; raw joint spaces,2026-06-05
NoOVD: Novel Category Discovery and Embedding for Open-Vocabulary Object Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_NoOVD_Novel_Category_Discovery_and_Embedding_for_Open-Vocabulary_Object_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.21069,open-vocabulary object detection; novel category discovery; self-distillation; frozen vision-language models; K-FPN; knowledge distillation; R-RPN; proposal confidence adjustment; novel-category object recall; cross-dataset evaluation,2026-06-05
POGA: Paraphrased and Oppositional Graph Alignment for Fine-Grained Cross-Modal Retrieval,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_POGA_Paraphrased_and_Oppositional_Graph_Alignment_for_Fine-Grained_Cross-Modal_Retrieval_CVPR_2026_paper.pdf,,cross-modal retrieval; fine-grained alignment; graph-based matching; paraphrased positives; oppositional negatives; multi-granularity learning; vision-language models; contrastive learning; long-text understanding; relation discrimination,2026-06-05
PatchAlign3D: Local Feature Alignment for Dense 3D Shape Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Hadgi_PatchAlign3D_Local_Feature_Alignment_for_Dense_3D_Shape_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.02457,3D shape understanding; language-aligned patch-level features; point clouds; point cloud transformer encoder; dense 2D feature distillation; DINOv2; part-level text embeddings; multi-positive contrastive objective; zero-shot 3D part segmentation; multi-view SAM regions,2026-06-05
TACO: Task-Aware Contrastive Learning for Joint LiDAR Localization and 3D Object Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Xing_TACO_Task-Aware_Contrastive_Learning_for_Joint_LiDAR_Localization_and_3D_CVPR_2026_paper.pdf,,LiDAR localization; 3D object detection; contrastive learning; multi-task learning; autonomous vehicles; LiDAR point clouds; joint learning framework; dynamic environment robustness; spatial context; OxfoLD dataset,2026-06-05
SAM2Text: Towards Prompt-Free and Multi-Resolution Video Scene Text Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_SAM2Text_Towards_Prompt-Free_and_Multi-Resolution_Video_Scene_Text_Segmentation_CVPR_2026_paper.pdf,,Scene Text Segmentation; video segmentation; Segment Anything Model 2; LoRA fine-tuning; self-prompting; multi-resolution decoder; memory mechanism; temporal consistency; video scene text; synthetic dataset generation,2026-06-05
UniAVGen: Unified Audio and Video Generation with Asymmetric Cross-Modal Interactions,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_UniAVGen_Unified_Audio_and_Video_Generation_with_Asymmetric_Cross-Modal_Interactions_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.03334,joint audio-video generation; cross-modal modeling; lip synchronization; dual-branch joint synthesis; Diffusion Transformers; cross-modal latent space; Asymmetric Cross-Modal Interaction; temporally aligned cross-attention; Face-Aware Modulation; Modality-Aware Classifier-Free Guidance,2026-06-05
Egocentric Visibility-Aware Human Pose Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Dai_Egocentric_Visibility-Aware_Human_Pose_Estimation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23618,egocentric human pose estimation; keypoint invisibility; keypoint visibility annotations; visibility-aware HPE; head-mounted device; VR and AR applications; Eva-3M dataset; EMHI dataset; EvaPose; ground-truth visibility labels,2026-06-05
VesMamba: 3D Pulmonary Vessel Segmentation from CT images via Mamba with Structural Perception and Scale-aware Filtering,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_VesMamba_3D_Pulmonary_Vessel_Segmentation_from_CT_images_via_Mamba_CVPR_2026_paper.pdf,,3D pulmonary vessel segmentation; Mamba architecture; spatial-gated structural perception; dynamic spatial attention convolutions; bidirectional scale-aware filter; long-range dependencies; tree-like vessel structures; CT image analysis; mask-constrained decoder; medical image segmentation,2026-06-05
Visual Grounding for Object Questions,https://openaccess.thecvf.com/content/CVPR2026/papers/Everaert_Visual_Grounding_for_Object_Questions_CVPR_2026_paper.pdf,,visual grounding; object questions; visual evidence; e-commerce; product imagery; visual reasoning; open-ended questions; semantic grounding; object attributes; visual question answering,2026-06-05
HySeg: Learning Generative Priors for Structure-Aware Remote Sensing Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Qiu_HySeg_Learning_Generative_Priors_for_Structure-Aware_Remote_Sensing_Segmentation_CVPR_2026_paper.pdf,,remote sensing image segmentation; generative priors; semantic topology; structure-aware segmentation; hybrid generative-discriminative; MeanFlow; affinity-driven segmentation; cross-dataset generalization; spatial regularities; stochastic field modeling,2026-06-05
Authorize-on-Demand: Dynamic Authorization with Legality-Aware Intellectual Property Protection for VLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Authorize-on-Demand_Dynamic_Authorization_with_Legality-Aware_Intellectual_Property_Protection_for_VLMs_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04896,vision-language models; intellectual property protection; dynamic authorization; authorize-on-demand; legality-aware assessment; authorized domains; unauthorized transfer prevention; dual-path inference; cross-domain benchmarks; adaptive deployment,2026-06-05
Agent4FaceForgery: Multi-Agent LLM Framework for Realistic Face Forgery Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Lai_Agent4FaceForgery_Multi-Agent_LLM_Framework_for_Realistic_Face_Forgery_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.12546,face forgery detection; Agent4FaceForgery; multi-agent LLM framework; forgery creation simulation; text-image interactions; social media forgeries; text-image consistency; Adaptive Rejection Sampling; data quality and diversity; detector architecture generalization,2026-06-05
D2FANet: Enhancing Video Object Detection with Dual-Domain Feature Aggregation Network,https://openaccess.thecvf.com/content/CVPR2026/papers/Qi_D2FANet_Enhancing_Video_Object_Detection_with_Dual-Domain_Feature_Aggregation_Network_CVPR_2026_paper.pdf,,video object detection; dual-domain feature aggregation; frequency-domain analysis; spatiotemporal feature aggregation; motion awareness; temporal consistency; importance guidance mechanism; multi-scale frequency features; object query representations; periodic motion patterns,2026-06-05
A Geometric Algebra-Informed 3DGS Framework for Wireless Channel Prediction,https://openaccess.thecvf.com/content/CVPR2026/papers/Shen_A_Geometric_Algebra-Informed_3DGS_Framework_for_Wireless_Channel_Prediction_CVPR_2026_paper.pdf,,3D Gaussian Splatting; geometric algebra; wireless channel prediction; neural radiance fields; ray-object interactions; multipath propagation; electromagnetic modeling; spatial-electromagnetic relations; attention mechanism; real-time view synthesis,2026-06-05
LoPrune: Efficient Data Pruning for LoRA-Based Fine-Tuning of Vision Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/He_LoPrune_Efficient_Data_Pruning_for_LoRA-Based_Fine-Tuning_of_Vision_Transformer_CVPR_2026_paper.pdf,,LoRA-based fine-tuning; data pruning; Vision Transformer; Trainable Subspace Alignment; influence function; Kronecker-Factored Approximate Curvature; sample importance scoring; IoT edge deployment; low-rank adaptation; model adaptation,2026-06-05
FlashLips: 100-FPS Mask-Free Latent Lip-Sync using Reconstruction Instead of Diffusion or GANs,https://openaccess.thecvf.com/content/CVPR2026/papers/Zinonos_FlashLips_100-FPS_Mask-Free_Latent_Lip-Sync_using_Reconstruction_Instead_of_Diffusion_CVPR_2026_paper.pdf,,lip-sync; latent-space reconstruction; audio-to-pose; real-time video synthesis; self-supervised learning; mask-free editing; U-Net architecture; flow matching; lip control; identity preservation,2026-06-05
Bridging Domain Expertise and Generalization for Performance Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Bridging_Domain_Expertise_and_Generalization_for_Performance_Estimation_CVPR_2026_paper.pdf,,distribution shift; performance estimation; foundation models; prediction calibration; domain adaptation; model generalization; confidence weighting; prediction agreement; unlabeled data; domain expertise,2026-06-05
VVS: Accelerating Speculative Decoding for Visual Autoregressive Generation via Partial Verification Skipping,https://openaccess.thecvf.com/content/CVPR2026/papers/Dong_VVS_Accelerating_Speculative_Decoding_for_Visual_Autoregressive_Generation_via_Partial_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.13587,visual autoregressive generation; speculative decoding; partial verification skipping; verification-free token selector; dynamic truncation; token-level feature caching; stale feature reusability; skipped step scheduling; target model forward passes; speed-quality trade-off,2026-06-05
Beyond Top Activations: Efficient and Reliable Crowdsourced Evaluation of Automated Interpretability,https://openaccess.thecvf.com/content/CVPR2026/papers/Oikarinen_Beyond_Top_Activations_Efficient_and_Reliable_Crowdsourced_Evaluation_of_Automated_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.07985,mechanistic interpretability; automated interpretability; activation space; neuron interpretation; top activating inputs; crowdsourced evaluation; Model-Guided Importance Sampling; Bayesian Rating Aggregation; label noise; vision networks,2026-06-05
"NOVA: Sparse Control, Dense Synthesis for Pair-Free Video Editing",https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_NOVA_Sparse_Control_Dense_Synthesis_for_Pair-Free_Video_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02802,pair-free video editing; unpaired video editing; sparse control; dense synthesis; user-edited keyframes; semantic guidance; motion reconstruction; temporal consistency; degradation-simulation training; motion preservation,2026-06-05
ChimeraLoRA: Multi-Head LoRA-Guided Synthetic Datasets,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_ChimeraLoRA_Multi-Head_LoRA-Guided_Synthetic_Datasets_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19708,LoRA-guided synthetic datasets; few-shot image synthesis; diffusion model fine-tuning; data scarcity; tail classes; class-shared LoRA; per-image LoRAs; semantic boosting; class bounding boxes; downstream classification accuracy,2026-06-05
CREval: An Automated Interpretable Evaluation for Creative Image Manipulation under Complex Instructions,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CREval_An_Automated_Interpretable_Evaluation_for_Creative_Image_Manipulation_under_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.26174,creative image manipulation; complex instructions; instruction-based image editing; multimodal image manipulation; QA-based evaluation pipeline; interpretable evaluation; Multimodal Large Language Models scoring; CREval-Bench; automated metrics; human-aligned evaluation,2026-06-05
MedGRPO: Multi-Task Reinforcement Learning for Heterogeneous Medical Video Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Su_MedGRPO_Multi-Task_Reinforcement_Learning_for_Heterogeneous_Medical_Video_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.06581,medical video understanding; MedVidBench; video-instruction pairs; multi-task reinforcement learning; MedGRPO; cross-dataset reward normalization; medical LLM judge; clinical caption quality; Qwen2.5-VL-7B; vision-language models,2026-06-05
Modeling Spatiotemporal Neural Frames for High Resolution Brain Dynamic,https://openaccess.thecvf.com/content/CVPR2026/papers/Qu_Modeling_Spatiotemporal_Neural_Frames_for_High_Resolution_Brain_Dynamic_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24176,dynamic fMRI reconstruction; EEG-conditioned framework; spatiotemporal neural activity; multimodal neuroimaging; cortical-vertex level reconstruction; null-space intermediate-frame reconstruction; temporal coherence; voxel-wise reconstruction quality; CineBrain dataset; visual decoding tasks,2026-06-05
Score2Instruct: Scaling Up Video Quality-Centric Instructions via Automated Dimension Scoring,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_Score2Instruct_Scaling_Up_Video_Quality-Centric_Instructions_via_Automated_Dimension_Scoring_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.21011,video quality assessment; video large multimodal models; instruction tuning; score-based instruction generation; quality-centric instruction data; hierarchical Chain-of-Thought; visual quality dimensions; Score2Instruct dataset; progressive tuning strategy; quality justification benchmark,2026-06-05
Pano360: Perspective to Panoramic Vision with Geometric Consistency,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Pano360_Perspective_to_Panoramic_Vision_with_Geometric_Consistency_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.12013,panorama stitching; geometric consistency; multi-view geometric correspondences; 3D photogrammetric space; transformer-based architecture; 3D awareness; camera pose-guided image warping; global alignment; multi-feature joint optimization; seam computation,2026-06-05
