title,pdf,arxiv,keywords,conference_day
Stitch-a-Demo: Creating Video Demonstrations from Multistep Descriptions,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Stitch-a-Demo_Creating_Video_Demonstrations_from_Multistep_Descriptions_CVPR_2026_paper.pdf,,video demonstration synthesis; multistep instruction following; retrieval-based video assembly; visual coherence; weakly supervised learning; instructional video understanding; cross-source video stitching; step-to-clip matching; hard negative mining; procedural video generation,2026-06-06
Gaussian Splatting-based Low-Rank Tensor Representation for Multi-Dimensional Image Recovery,https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_Gaussian_Splatting-based_Low-Rank_Tensor_Representation_for_Multi-Dimensional_Image_Recovery_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.14270,Gaussian Splatting-based Low-rank tensor Representation; tensor singular value decomposition; multi-dimensional image recovery; low-rank tensor representation; latent tensor approximation; transform matrix; 2D Gaussian splatting; 1D Gaussian splatting; local high-frequency information; mode-3 fibers,2026-06-06
Improving Adversarial Transferability with Local Perturbation Augmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Mi_Improving_Adversarial_Transferability_with_Local_Perturbation_Augmentation_CVPR_2026_paper.pdf,,Adversarial examples; transferability; adversarial attacks; deep neural networks; Local Perturbation Augmentation Attack; gradient-based optimization; surrogate model; perturbation initialization; Vision Transformers; adversarial robustness,2026-06-06
FlowFixer: Towards Detail-Preserving Subject-Driven Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Jun_FlowFixer_Towards_Detail-Preserving_Subject-Driven_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21402,FlowFixer; subject-driven generation; detail-preserving generation; image-to-image translation; visual references; one-step denoising; self-supervised training data; high-frequency detail restoration; keypoint matching-based metric; high-fidelity subject-driven generation,2026-06-06
Efficient Encoder-Free Fourier-based 3D Large Multimodal Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Mei_Efficient_Encoder-Free_Fourier-based_3D_Large_Multimodal_Model_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23153,encoder-free 3D Large Multimodal Model; Fase3D; Fourier-based 3D scene LMM; unordered 3D data tokenization; point cloud serialization; Fast Fourier Transform; structured superpoints; space-filling curve serialization; graph-based token merging; Fourier-augmented LoRA adapters,2026-06-06
Scal3R: Scalable Test-Time Training for Large-Scale 3D Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_Scal3R_Scalable_Test-Time_Training_for_Large-Scale_3D_Reconstruction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08542,large-scale 3D reconstruction; long video sequences; feed-forward reconstruction models; neural global context representation; test-time training; self-supervised objectives; long-range scene information; pose accuracy; KITTI Odometry; Oxford Spires,2026-06-06
SparVAR: Exploring Sparsity in Visual AutoRegressive Modeling for Training-Free Acceleration,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_SparVAR_Exploring_Sparsity_in_Visual_AutoRegressive_Modeling_for_Training-Free_Acceleration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.04361,Visual AutoRegressive modeling; SparVAR; training-free acceleration; sparse attention; attention sinks; cross-scale activation similarity; locality; scale self-similar sparse attention; cross-scale local sparse attention; block-wise sparse kernel,2026-06-06
Head-wise Adaptive Rotary Positional Encoding for Fine-Grained Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Head-wise_Adaptive_Rotary_Positional_Encoding_for_Fine-Grained_Image_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.10489,Head-wise Adaptive Rotary Positional Encoding; fine-grained image generation; Rotary Position Embedding; multi-dimensional RoPE; dynamic frequency reallocation; semantic alignment of rotary planes; head-specific positional receptive fields; relative-position property; text-to-image generation; transformer-based image generative models,2026-06-06
Eulerian Gaussian Splatting using Hashed Probability Pyramids,https://openaccess.thecvf.com/content/CVPR2026/papers/Polansky_Eulerian_Gaussian_Splatting_using_Hashed_Probability_Pyramids_CVPR_2026_paper.pdf,,3D Gaussian Splatting; probabilistic splat-based radiance field; gradient-based optimization; volumetric probability density; multiscale hierarchical grid; hashed probability pyramids; novel view synthesis; density estimation; control variates; rendering speed,2026-06-06
Lyapunov Probes for Hallucination Detection in Large Foundation Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Luan_Lyapunov_Probes_for_Hallucination_Detection_in_Large_Foundation_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.06081,hallucination detection; Large Language Models; Multimodal Large Language Models; dynamical systems stability theory; stable equilibrium points; representation space; knowledge-transition regions; Lyapunov Probes; derivative-based stability constraints; input perturbations,2026-06-06
Do VLMs Perceive or Recall? Probing Visual Perception vs. Memory with Classic Visual Illusions,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_Do_VLMs_Perceive_or_Recall_Probing_Visual_Perception_vs._Memory_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.22150,Vision-Language Models; classic visual illusions; visual perception vs memory; VI-Probe; graded perturbations; matched visual controls; Polarity-Flip Consistency; Template Fixation Index; illusion multiplier; probing-based evaluation,2026-06-06
R$^2$TUA: Reconstruction-residual Based Targeted and Untargeted Attack Against Text-Image Person Re-Identification,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_R2TUA_Reconstruction-residual_Based_Targeted_and_Untargeted_Attack_Against_Text-Image_Person_CVPR_2026_paper.pdf,,Text-Image Person Re-Identification; adversarial attacks; vision-language models; Transformer-based Gradual Multimodal Fusion; Soft Clamp Function; Push-Pull Losses; targeted attack; untargeted attack; cross-modal fusion; adversarial perturbations,2026-06-06
SemLT3D: Semantic-Guided Expert Distillation for Camera-only Long-Tailed 3D Object Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Vo_SemLT3D_Semantic-Guided_Expert_Distillation_for_Camera-only_Long-Tailed_3D_Object_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.18476,camera-only 3D object detection; long-tail imbalance; autonomous driving; Semantic-Guided Expert Distillation; language-guided mixture-of-experts; semantic affinity; semantic projection distillation; CLIP-informed 2D semantics; 3D queries; long-tail recognition,2026-06-06
"Where, What, Why: Toward Explainable 3D-GS Watermarking",https://openaccess.thecvf.com/content/CVPR2026/papers/Cai_Where_What_Why_Toward_Explainable_3D-GS_Watermarking_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.08809,3D Gaussian Splatting; explainable watermarking; Gaussian primitives; Trio-Experts module; Safety and Budget Aware Gate; watermark carriers; visual compensators; channel-wise group mask; view-consistent watermark persistence; per-Gaussian attributions,2026-06-06
WEAVE: Unleashing and Benchmarking the In-context Interleaved Comprehension and Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Chow_WEAVE_Unleashing_and_Benchmarking_the_In-context_Interleaved_Comprehension_and_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.11434,unified multimodal models; in-context interleaved comprehension and generation; multi-turn image editing; context-aware image generation; WEAVE-100k; WEAVEBench; visual memory; cross-modality comprehension; VLM judger evaluation; world-knowledge reasoning,2026-06-06
Where Culture Fades: Revealing the Cultural Gap in Text-to-Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Where_Culture_Fades_Revealing_the_Cultural_Gap_in_Text-to-Image_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.17282,multilingual text-to-image generation; cross-lingual cultural consistency; English-biased results; culture-related representations; culture-sensitive neurons; probing method; inference-time cultural activation; layer-targeted cultural enhancement; CultureBench; cultural alignment,2026-06-06
SPE-MVS: Spatial Position Encoding Enhanced Multi-View Stereo with Monocular Depth Priors,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_SPE-MVS_Spatial_Position_Encoding_Enhanced_Multi-View_Stereo_with_Monocular_Depth_CVPR_2026_paper.pdf,,Multi-View Stereo; cost volume construction; spatial position encoding; monocular depth priors; photometric consistency; 3D reconstruction; depth estimation; feature similarity; hybrid feature extraction; depth probability map,2026-06-06
"No Calibration, No Depth, No Problem: Cross-Sensor View Synthesis with 3D Consistency",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_No_Calibration_No_Depth_No_Problem_Cross-Sensor_View_Synthesis_with_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23559,cross-sensor view synthesis; RGB-X data alignment; RGB-X image matching; guided point densification; confidence-aware densification; self-matching filtering; 3D Gaussian Splatting; calibration-free RGB-X sensors; COLMAP; large-scale RGB-X data collection,2026-06-06
Unified Spatiotemporal Token Compression for Video-LLMs at Ultra-Low Retention,https://openaccess.thecvf.com/content/CVPR2026/papers/Du_Unified_Spatiotemporal_Token_Compression_for_Video-LLMs_at_Ultra-Low_Retention_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.21957,Video-LLMs; spatiotemporal token compression; ultra-low token retention; global token retention pool; attention weights; semantic similarity; clustering-based token merging; text-aware merging; query relevance; video understanding,2026-06-06
Hybrid Robust Collaborative Perception with LiDAR-4D Radar Fusion under Adverse Weather Conditions,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Hybrid_Robust_Collaborative_Perception_with_LiDAR-4D_Radar_Fusion_under_Adverse_CVPR_2026_paper.pdf,,3D object detection; collaborative perception; LiDAR-4D radar fusion; adverse weather conditions; cross-modal gating; adaptive feature enhancement; sensor fusion; weather robustness; feature reliability validation; information loss mitigation,2026-06-06
Guiding a Diffusion Model by Swapping Its Tokens,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Guiding_a_Diffusion_Model_by_Swapping_Its_Tokens_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08048,Classifier-Free Guidance; diffusion models; unconditional generation; conditional generation; token swap operations; token latents; Self-Swap Guidance; condition-free guidance; image fidelity; prompt alignment,2026-06-06
CARD: A Multi-Modal Automotive Dataset for Dense 3D Reconstruction in Challenging Road Topography,https://openaccess.thecvf.com/content/CVPR2026/papers/Elazab_CARD_A_Multi-Modal_Automotive_Dataset_for_Dense_3D_Reconstruction_in_CVPR_2026_paper.pdf,,3D reconstruction; depth estimation; LiDAR fusion; autonomous driving datasets; dense ground truth; road surface irregularities; stereo vision; depth completion; multi-modal sensing; challenging terrain,2026-06-06
Next-Scale Prediction: A Self-Supervised Approach for Real-World Image Denoising,https://openaccess.thecvf.com/content/CVPR2026/papers/Shan_Next-Scale_Prediction_A_Self-Supervised_Approach_for_Real-World_Image_Denoising_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.21038,self-supervised real-world image denoising; Next-Scale Prediction; blind-spot network; pixel-shuffle downsampling; noise decorrelation; detail preservation; cross-scale training pairs; correlated noise; high-frequency details; noisy image super-resolution,2026-06-06
Mitigating Simplicity Bias in OOD Detection through Object Co-occurrence Analysis,https://openaccess.thecvf.com/content/CVPR2026/papers/Dai_Mitigating_Simplicity_Bias_in_OOD_Detection_through_Object_Co-occurrence_Analysis_CVPR_2026_paper.pdf,,out-of-distribution detection; simplicity bias; object co-occurrence; disentangled representations; near-OOD detection; semantic contextual relationships; covariate shift; divide-and-conquer; object-centric learning; scene understanding,2026-06-06
UIKA: Fast Universal Head Avatar from Pose-Free Images,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_UIKA_Fast_Universal_Head_Avatar_from_Pose-Free_Images_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.07603,feed-forward animatable Gaussian head model; pose-free images; universal head avatar; UV-guided avatar modeling; pixel-wise facial correspondence estimation; screen-to-UV reprojection; learnable UV tokens; canonical Gaussian attributes; identity-rich synthetic training dataset; monocular and multi-view avatar reconstruction,2026-06-06
AGFT: Alignment-Guided Fine-Tuning for Zero-Shot Adversarial Robustness of Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Cui_AGFT_Alignment-Guided_Fine-Tuning_for_Zero-Shot_Adversarial_Robustness_of_Vision-Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.29410,Alignment-Guided Fine-Tuning; zero-shot adversarial robustness; vision-language models; cross-modal alignment; adversarial perturbations; text-guided adversarial training; soft alignment distributions; textual embeddings; distribution consistency calibration; zero-shot benchmarks,2026-06-06
Coupling Liquid Time-Constant Encoders with Modern Hopfield Memory,https://openaccess.thecvf.com/content/CVPR2026/papers/Swain_Coupling_Liquid_Time-Constant_Encoders_with_Modern_Hopfield_Memory_CVPR_2026_paper.pdf,,Liquid Time-Constant Networks; Modern Hopfield Memory; content-addressable memory; continuous-time neural networks; recurrent neural networks; time-series classification; gradient contraction; loss landscape optimization; neural dynamics; memory-augmented networks,2026-06-06
OmniGen2: Towards Instruction-Aligned Multimodal Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_OmniGen2_Towards_Instruction-Aligned_Multimodal_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.18871,OmniGen2; instruction-aligned multimodal generation; text-to-image generation; image editing; in-context generation; decoupled image tokenizer; multimodal understanding models; reflection mechanism; subject-driven tasks; OmniContext,2026-06-06
MSJoE: Jointly Evolving MLLM and Sampler for Efficient Long-Form Video Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Tan_MSJoE_Jointly_Evolving_MLLM_and_Sampler_for_Efficient_Long-Form_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22932,long-form video understanding; multimodal large language models; MLLM-Sampler Joint Evolution; lightweight key-frame sampler; key-frame selection; query-frame similarity matrix; frozen CLIP model; reinforcement learning optimization; long-video question answering; VideoMME/LongVideoBench benchmarking,2026-06-06
PQDT: Pseudo-Query Dual Transformer for Robust Point Cloud Restoration,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_PQDT_Pseudo-Query_Dual_Transformer_for_Robust_Point_Cloud_Restoration_CVPR_2026_paper.pdf,,3D point cloud restoration; Transformer architecture; point cloud completion; point cloud denoising; pseudo-query mechanism; 3D geometry reconstruction; degradation handling; local detail preservation; unified restoration network; sensor noise and outliers,2026-06-06
VisualAD: Language-Free Zero-Shot Anomaly Detection via Vision Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Hou_VisualAD_Language-Free_Zero-Shot_Anomaly_Detection_via_Vision_Transformer_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.07952,zero-shot anomaly detection; anomaly localization; Vision Transformers; language-free anomaly detection; learnable normality tokens; learnable abnormality tokens; multi-layer self-attention; Spatial-Aware Cross-Attention; Self-Alignment Function; CLIP image encoder,2026-06-06
Shape-of-You: Fused Gromov-Wasserstein Optimal Transport for Semantic Correspondence in-the-Wild,https://openaccess.thecvf.com/content/CVPR2026/papers/Im_Shape-of-You_Fused_Gromov-Wasserstein_Optimal_Transport_for_Semantic_Correspondence_in-the-Wild_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.11618,semantic correspondence; Fused Gromov-Wasserstein optimal transport; pseudo-label generation; 3D foundation model; intra-structural consistency; geometric ambiguities; anchor-based linearization; probabilistic transport plan; soft-target loss; SPair-71k,2026-06-06
TRIDENT: A Trimodal Cascade Generative Framework for Drug and RNA-Conditioned Cellular Morphology Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_TRIDENT_A_Trimodal_Cascade_Generative_Framework_for_Drug_and_RNA-Conditioned_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18287,TRIDENT; cascade generative framework; drug-conditioned cellular morphology synthesis; RNA-conditioned cellular morphology synthesis; AI Virtual Cell; transcriptome-phenome mapping; L1000 gene expression; Cell Painting images; MorphoGene dataset; RNA-guided phenotype synthesis,2026-06-06
When Numbers Speak: Aligning Textual Numerals and Visual Instances in Text-to-Video Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_When_Numbers_Speak_Aligning_Textual_Numerals_and_Visual_Instances_in_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08546,text-to-video diffusion models; numerical alignment; object counting accuracy; NUMINA; identify-then-guide framework; prompt-layout inconsistencies; self-attention heads; cross-attention modulation; countable latent layout; CountBench,2026-06-06
Soft Modality-Guided Expert Specialization in MoE-VLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Bo_Soft_Modality-Guided_Expert_Specialization_in_MoE-VLMs_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.23996,Mixture-of-Experts; vision-language models; MoE-VLMs; expert routing; modality-specific signals; soft modality scores; layer-dependent modality fusion; expert specialization; mutual information regularization; expert-parallel deployment,2026-06-06
Critical Patch-Aware Sparse Prompting with Decoupled Training for Continual Learning on the Edge,https://openaccess.thecvf.com/content/CVPR2026/papers/Lim_Critical_Patch-Aware_Sparse_Prompting_with_Decoupled_Training_for_Continual_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.07399,continual learning; edge devices; prompt-based continual learning; CPS-Prompt; critical patch-aware sparse prompting; critical patch sampling; task-aware token reduction; decoupled prompt and classifier training; training-time memory efficiency; on-device adaptation,2026-06-06
Streamlined Open-Vocabulary Human-Object Interaction Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_Streamlined_Open-Vocabulary_Human-Object_Interaction_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27500,open-vocabulary human-object interaction detection; HOI detection; DINOv3; SL-HOI; Vision-Language Model; unseen HOI categories; cross-model representations; fine-grained localization; open-vocabulary interaction classification; cross-attention,2026-06-06
Multi-Prototype Compactness and Boundary-Aware Synthesis for Unsupervised Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Liao_Multi-Prototype_Compactness_and_Boundary-Aware_Synthesis_for_Unsupervised_Anomaly_Detection_CVPR_2026_paper.pdf,,Unsupervised Anomaly Detection; Multi-Prototype Learning; Boundary-Aware Synthesis; Prototype-Guided Boundary Learning; Anomaly Localization; Decision Boundary; Pseudo-Anomaly Generation; MVTec-AD; Compact Representation Learning; Industrial Quality Control,2026-06-06
DynBridge: Bridging Imagination and Control through Interaction Dynamics for Robot Manipulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_DynBridge_Bridging_Imagination_and_Control_through_Interaction_Dynamics_for_Robot_CVPR_2026_paper.pdf,,interaction dynamics; robot manipulation; generative models; action guidance; visual prediction; dynamics representation; joint trajectory generation; action-conditioned dynamics; physics-informed control; behavior synthesis,2026-06-06
BulletTime: Decoupled Control of Time and Camera Pose for Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_BulletTime_Decoupled_Control_of_Time_and_Camera_Pose_for_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.05076,4D-controllable video diffusion; scene dynamics decoupling; camera pose control; world-time sequences; camera trajectories; 4D positional encoding; attention-layer conditioning; adaptive normalization; feature modulation; temporal-camera variation dataset,2026-06-06
Human Interaction-Aware 3D Reconstruction from a Single Image,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Human_Interaction-Aware_3D_Reconstruction_from_a_Single_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.05436,single-image 3D human reconstruction; multi-human scenes; interaction-aware reconstruction; group-level context; canonical orthographic space; Human Group-Instance Multi-View Diffusion; multi-view normals; physics-based interaction priors; inter-human contact; high-fidelity texture,2026-06-06
Adaptive Action Chunking at Inference-time for Vision-Language-Action Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Liang_Adaptive_Action_Chunking_at_Inference-time_for_Vision-Language-Action_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.04161,Vision-Language-Action models; Adaptive Action Chunking; action chunking; inference-time chunk size adaptation; action entropy; robotic manipulation; mode-jumping; intermediate replanning; reactivity-consistency tradeoff; real-world robotic manipulation tasks,2026-06-06
MA-Bench: Towards Fine-grained Micro-Action Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MA-Bench_Towards_Fine-grained_Micro-Action_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.26586,Micro-Action understanding; MA-Bench; Multimodal Large Language Models; human emotion analysis; micro-action perception; relational comprehension; interpretive reasoning; motion granularity; fine-grained body-part dynamics; structured micro-action captions,2026-06-06
Beyond Layer-Wise Merging: Chain-of-Merging for Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Beyond_Layer-Wise_Merging_Chain-of-Merging_for_Vision-Language_Models_CVPR_2026_paper.pdf,,vision-language models; model merging; Chain-of-Merging; adaptive layer matching; dynamic weight merging; layer-wise merging; VLM reasoning; spherical linear interpolation; mathematical reasoning benchmarks; training-free methods,2026-06-06
WeaveTime: Streaming from Earlier Frames into Emergent Memory in VideoLLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_WeaveTime_Streaming_from_Earlier_Frames_into_Emergent_Memory_in_VideoLLMs_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22142,Time-Agnosticism; Video-LLMs; streaming video understanding; temporal order ambiguity; past-current focus blindness; Temporal Reconstruction objective; Streaming Order Perception; order-aware representations; Past-Current Dynamic Focus Cache; time-causal constraints,2026-06-06
Self-Attention Driven Tensor Representation for High-Order Data Recovery,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Self-Attention_Driven_Tensor_Representation_for_High-Order_Data_Recovery_CVPR_2026_paper.pdf,,Low-rank tensor representation; self-attention mechanism; nonlinear tensor modeling; high-order data recovery; tensor completion; factor self-representation; sparse tensor representation; multilayer perceptrons; global dependency modeling; tensor factorization,2026-06-06
FLARE: A Failure-Aware Framework for Autonomous Correction and Recovery in Visual-Language Robotic Manipulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_FLARE_A_Failure-Aware_Framework_for_Autonomous_Correction_and_Recovery_in_CVPR_2026_paper.pdf,,Vision-Language-Action Models; robotic manipulation; error recovery; failure detection; Retry mechanism; Reset pipeline; out-of-distribution failures; object-centric skills; MLLM monitoring; contact-rich manipulation,2026-06-06
ReFAct: Empowering Multimodal Web Agents with Visual and Context Focusing,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_ReFAct_Empowering_Multimodal_Web_Agents_with_Visual_and_Context_Focusing_CVPR_2026_paper.pdf,,multimodal web agents; visual perception; context management; attention mechanisms; information filtering; grounding tools; cross-modal reasoning; visual noise mitigation; memory-based focusing; vision-language integration,2026-06-06
Breaking the Scalability Limit of Multi-Projector Calibration with Embedded Cameras,https://openaccess.thecvf.com/content/CVPR2026/papers/Kawano_Breaking_the_Scalability_Limit_of_Multi-Projector_Calibration_with_Embedded_Cameras_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.24024,multi-projector calibration; embedded cameras; structured light patterns; projection mapping systems; simultaneous projector calibration; incident direction separation; intrinsic and extrinsic parameters; calibration board misalignment correction; dense multi-projector systems; overlapping projection regions,2026-06-06
Distilling Quasi-Conformal Mapping: A Generalizable and Efficient Solution for Wide-Angle Correction,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Distilling_Quasi-Conformal_Mapping_A_Generalizable_and_Efficient_Solution_for_Wide-Angle_CVPR_2026_paper.pdf,,Wide-angle correction; Quasi-conformal mapping; Distillation; Beltrami smoothness energy; Correction flow; Mamba-based backbone; Soft-argmin head; Low-rank prior reconstruction; Lens distortion; Human body distortion mitigation,2026-06-06
UNICBench: UNIfied Counting Benchmark for MLLM,https://openaccess.thecvf.com/content/CVPR2026/papers/Rong_UNICBench_UNIfied_Counting_Benchmark_for_MLLM_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00595,UNICBench; unified counting benchmark; multimodal large language models; multimodal counting; multi-level counting taxonomy; evaluation toolkit; deterministic numeric parsing; stratified reporting; modality-specific matching; long-tail counting errors,2026-06-06
CGL: Advancing Continual GUI Learning via Reinforcement Fine-Tuning,https://openaccess.thecvf.com/content/CVPR2026/papers/Yao_CGL_Advancing_Continual_GUI_Learning_via_Reinforcement_Fine-Tuning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02951,continual GUI learning; GUI agents; multimodal large language models; reinforcement fine-tuning; supervised fine-tuning; knowledge overwriting; policy entropy; gradient surgery; GRPO-based anchor gradients; AndroidControl-CL benchmark,2026-06-06
DVGT: Driving Visual Geometry Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Zuo_DVGT_Driving_Visual_Geometry_Transformer_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.16919,Driving Visual Geometry Transformer; dense 3D point map; unposed multi-view visual inputs; autonomous driving; DINO backbone; cross-view spatial attention; cross-frame temporal attention; ego pose estimation; arbitrary camera configurations; metric-scaled geometry,2026-06-06
TextFM: Robust Semi-dense Feature Matching with Language Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_TextFM_Robust_Semi-dense_Feature_Matching_with_Language_Guidance_CVPR_2026_paper.pdf,,Feature matching; vision-language models; domain-invariant semantics; detector-free matching; textual embeddings; illumination-invariant features; Low-Rank Adaptation; Vision Foundation Models; textureless surfaces; cross-domain robustness,2026-06-06
Towards Open Environments and Instructions: General Vision-Language Navigation via Fast-Slow Interactive Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Open_Environments_and_Instructions_General_Vision-Language_Navigation_via_Fast-Slow_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.09111,Vision-Language Navigation; General Scene Adaptation; GSA-VLN; fast-slow interactive reasoning; open-world navigation; generalized navigation ability; slow4fast-VLN; end-to-end strategy network; history repository memory; deep reflection for decision-making,2026-06-06
ExpPortrait: Expressive Portrait Generation via Personalized Representation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_ExpPortrait_Expressive_Portrait_Generation_via_Personalized_Representation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19900,expressive portrait generation; personalized head representation; diffusion transformer; portrait video synthesis; expression-identity disentanglement; expression transfer; head pose transfer; cross-reenactment; identity preservation; temporal stability,2026-06-06
SpaceMind: Camera-Guided Modality Fusion for Spatial Reasoning in Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_SpaceMind_Camera-Guided_Modality_Fusion_for_Spatial_Reasoning_in_Vision-Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.23075,SpaceMind; camera-guided modality fusion; spatial reasoning; vision-language models; RGB-only 3D understanding; dual-encoder architecture; VGGT spatial encoder; camera representation; camera-conditioned biasing; cross-view consistency,2026-06-06
Concept-Guided Fine-Tuning: Steering ViTs away from Spurious Correlations to Improve Robustness,https://openaccess.thecvf.com/content/CVPR2026/papers/Elisha_Concept-Guided_Fine-Tuning_Steering_ViTs_away_from_Spurious_Correlations_to_Improve_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.08309,Vision Transformers; distribution shifts; spurious correlations; concept-guided fine-tuning; concept-level semantics; relevance maps; spatially grounded concept masks; LLM-based label-free concept proposal; VLM segmentation; out-of-distribution robustness,2026-06-06
FlashVGGT: Efficient and Scalable Visual Geometry Transformers with Compressed Descriptor Attention,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_FlashVGGT_Efficient_and_Scalable_Visual_Geometry_Transformers_with_Compressed_Descriptor_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01540,3D reconstruction; multi-view images; Visual Geometry Grounding Transformer; FlashVGGT; compressed descriptor attention; descriptor tokens; cross-attention; online inference; chunk-recursive mechanism; long image sequences,2026-06-06
The Geometry of Robustness: Optimizing Loss Landscape Curvature and Feature Manifold Alignment for Robust Finetuning of Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Chopra_The_Geometry_of_Robustness_Optimizing_Loss_Landscape_Curvature_and_Feature_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27139,Vision-Language Models; robust fine-tuning; Out-of-Distribution generalization; adversarial robustness; loss landscape curvature; feature manifold alignment; adaptive curvature estimation; Robust PAC-Bayes theory; adaptive weight perturbations; CLIP models,2026-06-06
