title,pdf,arxiv,keywords,conference_day
Off The Grid: Detection of Primitives for Feed-Forward 3D Gaussian Splatting,https://openaccess.thecvf.com/content/CVPR2026/papers/Moreau_Off_The_Grid_Detection_of_Primitives_for_Feed-Forward_3D_Gaussian_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.15508,Feed-forward 3D Gaussian Splatting; 3D Gaussian primitives; sub-pixel primitive detection; adaptive Off-The-Grid distribution; pixel-aligned primitive placement; keypoint detection; Adaptive Density mechanism; Shannon entropy; pose-free 3D reconstruction; novel view synthesis,2026-06-05
DMGD: Train-Free Dataset Distillation with Semantic-Distribution Matching in Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_DMGD_Train-Free_Dataset_Distillation_with_Semantic-Distribution_Matching_in_Diffusion_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.03877,dataset distillation; diffusion models; Dual Matching Guided Diffusion; training-free guidance; semantic-distribution matching; conditional likelihood optimization; dynamic guidance; optimal transport; distribution approximate matching; greedy progressive matching,2026-06-05
CamPI: Physical Adversarial Examples through Camera Power Signal Injection,https://openaccess.thecvf.com/content/CVPR2026/papers/Ren_CamPI_Physical_Adversarial_Examples_through_Camera_Power_Signal_Injection_CVPR_2026_paper.pdf,,Physical adversarial examples; camera power signal injection; adversarial attacks; computer vision security; signal modulation; imperceptible perturbation; white-box optimization; black-box optimization; image classification robustness; covert attack surface,2026-06-05
Learning Compact 3D Representations from Feed-Forward Novel View Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/An_Learning_Compact_3D_Representations_from_Feed-Forward_Novel_View_Synthesis_CVPR_2026_paper.pdf,,3D Gaussian Splatting; novel view synthesis; compact 3D representations; feed-forward reconstruction; sparse view; scene understanding; feature lifting; multi-view aggregation; unposed views; Gaussian redundancy,2026-06-05
ShowUI-p: Flow-based Generative Models as GUI Dexterous Hands,https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_ShowUI-p_Flow-based_Generative_Models_as_GUI_Dexterous_Hands_CVPR_2026_paper.pdf,,GUI agents; flow-based generative models; dexterous manipulation; continuous action generation; drag trajectories; vision-language models; screen automation; flow matching; trajectory prediction; discrete-continuous integration,2026-06-05
FontCrafter: High-Fidelity Element-Driven Artistic Font Creation with Visual In-Context Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_FontCrafter_High-Fidelity_Element-Driven_Artistic_Font_Creation_with_Visual_In-Context_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22054,artistic font generation; element-driven font creation; visual in-context generation; stylized glyph synthesis; ElementFont dataset; inpainting model; Context-aware Mask Adapter; attention redirection; region-aware style control; zero-shot generation,2026-06-05
"SceneTok: A Compressed, Diffusable Token Space for 3D Scenes",https://openaccess.thecvf.com/content/CVPR2026/papers/Asim_SceneTok_A_Compressed_Diffusable_Token_Space_for_3D_Scenes_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.18882,SceneTok; 3D scene representation; multi-view tokenizer; permutation-invariant tokens; unstructured latent scene tokens; rectified flow decoder; novel view synthesis; scene generation; compressed token space; novel trajectory rendering,2026-06-05
DRM: Diffusion-based Reward Model With Step-wise Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_DRM_Diffusion-based_Reward_Model_With_Step-wise_Guidance_CVPR_2026_paper.pdf,,Diffusion-based Reward Model; human preference alignment; VLM-based reward models; perceptual qualities; step-wise evaluation; intermediate latents; reinforcement learning; GRPO algorithm; credit assignment; Step-wise Sampling,2026-06-05
TruckDrive: Long-Range Autonomous Highway Driving Dataset,https://openaccess.thecvf.com/content/CVPR2026/papers/Ghilotti_TruckDrive_Long-Range_Autonomous_Highway_Driving_Dataset_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02413,long-range autonomous highway driving; heavy trucks; TruckDrive dataset; multimodal driving dataset; FMCW LiDAR; 4D FMCW radar; long-range sensing; 3D detection; driving perception benchmarking; autonomous driving generalization,2026-06-05
Multimodal Causality-Driven Representation Learning for Generalizable Medical Image Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Liang_Multimodal_Causality-Driven_Representation_Learning_for_Generalizable_Medical_Image_Segmentation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.05008,Multimodal Causal-Driven Representation Learning; medical image segmentation; Vision-Language Models; CLIP; causal inference; domain generalization; confounder dictionary; causal intervention network; lesion region identification; domain-specific variations,2026-06-05
GeoFlow: Real-Time Fine-Grained Cross-View Geolocalization via Iterative Flow Prediction,https://openaccess.thecvf.com/content/CVPR2026/papers/Abu_Lehyeh_GeoFlow_Real-Time_Fine-Grained_Cross-View_Geolocalization_via_Iterative_Flow_Prediction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.21943,Fine-Grained Cross-View Geolocalization; real-time geolocalization; GPS-denied navigation; 2-DoF localization; ground-to-satellite image matching; probabilistic displacement prediction; Iterative Refinement Sampling; hypothesis refinement; inference-time scaling; KITTI and VIGOR datasets,2026-06-05
RealBirdID: Benchmarking Bird Species Identification in the Era of MLLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Lawrence_RealBirdID_Benchmarking_Bird_Species_Identification_in_the_Era_of_MLLMs_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27033,fine-grained bird species identification; RealBirdID benchmark; multimodal large language models; abstention-aware recognition; unanswerable visual examples; evidence-based rationale; model calibration; open-source and proprietary MLLMs; curated validation split; bird species classification,2026-06-05
Diff4Splat: Repurposing Video Diffusion Models for Dynamic Scene Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_Diff4Splat_Repurposing_Video_Diffusion_Models_for_Dynamic_Scene_Generation_CVPR_2026_paper.pdf,,3D Gaussian Splatting; video diffusion models; dynamic scene generation; novel view synthesis; deformable 3D Gaussian field; video latent transformer; spatio-temporal modeling; geometry extraction; motion consistency; single image to 4D,2026-06-05
X-WIN: Building Chest Radiograph World Model via Predictive Sensing,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_X-WIN_Building_Chest_Radiograph_World_Model_via_Predictive_Sensing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.14918,Chest X-ray radiography; CXR world model; predictive sensing; chest computed tomography; 2D projection prediction; 3D anatomical structure; affinity-guided contrastive alignment; masked image modeling; domain classifier; 3D CT reconstruction,2026-06-05
OPRO: Orthogonal Panel-Relative Operators for Panel-Aware In-Context Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_OPRO_Orthogonal_Panel-Relative_Operators_for_Panel-Aware_In-Context_Image_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27637,panel-aware in-context image generation; pre-trained diffusion transformers; parameter-efficient adaptation; orthogonal operators; frozen positional encodings; isometry; same-panel invariance; intra-panel synthesis; panel-relative conditioning; image-based instructional editing,2026-06-05
Submodel Extraction for Efficient and Personalized Federated Learning via Optimal Transport,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Submodel_Extraction_for_Efficient_and_Personalized_Federated_Learning_via_Optimal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.06631,Federated Learning; personalized federated pruning; submodel extraction; Optimal Transport-enhanced Pruning; Wasserstein distance minimization; statistical heterogeneity; system heterogeneity; parametric divergence; adaptive regularization; resource-constrained edge devices,2026-06-05
Improving Controllable Generation: Faster Training and Better Performance via x0-Supervision,https://openaccess.thecvf.com/content/CVPR2026/papers/Sangare_Improving_Controllable_Generation_Faster_Training_and_Better_Performance_via_x0-Supervision_CVPR_2026_paper.pdf,,Text-to-Image diffusion models; controllable generation; layout control; x0-supervision; denoising dynamics; diffusion loss re-weighting; training convergence; conditioning accuracy; visual fidelity; text alignment,2026-06-05
AdaIAT: Adaptively Increasing Attention to Generated Text to Alleviate Hallucinations in LVLM,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_AdaIAT_Adaptively_Increasing_Attention_to_Generated_Text_to_Alleviate_Hallucinations_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04908,Large Vision-Language Models; hallucination mitigation; attention weights; image tokens; generated text attention; Attention to Generated Text; Adaptive IAT; layer-wise threshold; attention heads; LLaVA-1.5,2026-06-05
Visual-RRT: Finding Paths toward Visual-Goals via Differentiable Rendering,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Visual-RRT_Finding_Paths_toward_Visual-Goals_via_Differentiable_Rendering_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.16388,visual-RRT; visual-goal planning; differentiable robot rendering; Rapidly-exploring random trees; robot motion planning; sampling-based exploration; gradient-based exploitation; frontier-based exploration-exploitation; inertial gradient tree expansion; robot manipulators,2026-06-05
STiTch: Semantic Transition and Transportation in Collaboration for Training-Free Zero-Shot Composed Image Retrieval,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_STiTch_Semantic_Transition_and_Transportation_in_Collaboration_for_Training-Free_Zero-Shot_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.21261,training-free zero-shot composed image retrieval; Semantic Transition and Transportation; LLM-generated target captions; semantic gap; transition vector; embedding space caption refinement; core modification intent; set-to-set alignment; bidirectional transportation distance; fine-grained multimodal alignment,2026-06-05
Role-SynthCLIP: A Role-Play Driven Diverse Synthetic Data Approach,https://openaccess.thecvf.com/content/CVPR2026/papers/Huangfu_Role-SynthCLIP_A_Role-Play_Driven_Diverse_Synthetic_Data_Approach_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.05057,Contrastive Language-Image Pre-training; CLIP; synthetic data generation; semantic diversity; role-playing prompts; Multimodal Large Language Models; semantically diverse captions; image-text alignment; synthetic image-text pairs; MS COCO validation set,2026-06-05
MAPo: Motion-Aware Partitioning of Deformable 3D Gaussian Splatting for High-Fidelity Dynamic Scene Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiao_MAPo_Motion-Aware_Partitioning_of_Deformable_3D_Gaussian_Splatting_for_High-Fidelity_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.19786,3D Gaussian Splatting; deformable 3D Gaussian Splatting; dynamic scene reconstruction; motion-aware partitioning; deformation field; temporal partitioning; dynamic score-based partitioning; deformation networks; cross-frame consistency loss; high-fidelity rendering,2026-06-05
D-Prism: Differentiable Primitives for Structured Dynamic Modeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_D-Prism_Differentiable_Primitives_for_Structured_Dynamic_Modeling_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.17082,structured dynamic modeling; differentiable primitives; rigid motion; multi-part assemblies; jointed mechanisms; 3D Gaussian Splatting; primitive surfaces; deformation network; adaptive primitive control; motion tracking,2026-06-05
LiDAS: Lighting-driven Dynamic Active Sensing for Nighttime Perception,https://openaccess.thecvf.com/content/CVPR2026/papers/de_Moreau_LiDAS_Lighting-driven_Dynamic_Active_Sensing_for_Nighttime_Perception_CVPR_2026_paper.pdf,,Active illumination; Nighttime perception; Dynamic illumination control; Object detection; Semantic segmentation; Adaptive lighting; Closed-loop sensing; Domain generalization; Headlight optimization; Zero-shot generalization,2026-06-05
AVA-VLA: Improving Vision-Language-Action models with Active Visual Attention,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_AVA-VLA_Improving_Vision-Language-Action_models_with_Active_Visual_Attention_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18960,Vision-Language-Action models; Active Visual Attention; recurrent state; Partially Observable Markov Decision Process; robotic manipulation; visual token reweighting; action generation; embodied tasks; LIBERO; CALVIN,2026-06-05
EgoControl: Controllable Egocentric Video Generation via 3D Full-Body Poses,https://openaccess.thecvf.com/content/CVPR2026/papers/Pallotta_EgoControl_Controllable_Egocentric_Video_Generation_via_3D_Full-Body_Poses_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18173,egocentric video generation; pose-controllable video diffusion; 3D full-body poses; video prediction; future frame generation; 3D body pose sequences; global camera dynamics; articulated body movements; diffusion control mechanism; embodied video simulation,2026-06-05
Act2See: Emergent Active Visual Perception for Video Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Q._Act2See_Emergent_Active_Visual_Perception_for_Video_Reasoning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.01657,active visual perception; video reasoning; Vision-Language Models; Chain-of-Thought; frame retrieval; visual evidence synthesis; counterfactual visual scenarios; Supervised Fine-Tuning; reasoning traces; video benchmark evaluation,2026-06-05
RaGS: Unleashing 3D Gaussian Splatting from 4D Radar and Monocular Cue for 3D Object Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_RaGS_Unleashing_3D_Gaussian_Splatting_from_4D_Radar_and_Monocular_CVPR_2026_paper.pdf,https://arxiv.org/abs/2507.19856,4D millimeter-wave radar; 3D Gaussian Splatting; monocular cues; 3D object detection; autonomous driving; radar-image fusion; Frustum-based Localization Initiation; Iterative Multimodal Aggregation; 4D radar velocity geometry; hierarchical BEV features,2026-06-05
Parameter-efficient Continual Learning for Enhancing Plasticity without Forgetting under Limited Model Capacity,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Parameter-efficient_Continual_Learning_for_Enhancing_Plasticity_without_Forgetting_under_Limited_CVPR_2026_paper.pdf,,continual learning; catastrophic forgetting; parameter efficiency; model plasticity; stability-plasticity tradeoff; gradient-guided parameter reuse; reinforcement learning-based allocation; task interference; resource-constrained learning; long task sequences,2026-06-05
From Few-way to Many-way: Rethinking Few-shot Fine-grained Image Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_From_Few-way_to_Many-way_Rethinking_Few-shot_Fine-grained_Image_Classification_CVPR_2026_paper.pdf,,Few-shot learning; fine-grained image classification; episodic training; novel class recognition; feature extraction; query-support interactions; feature space optimization; class discriminative index; many-way classification; self and collaborative features,2026-06-05
High-Precision Dichotomous Image Segmentation via Depth Integrity-Prior and Fine-Grained Patch Strategy,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_High-Precision_Dichotomous_Image_Segmentation_via_Depth_Integrity-Prior_and_Fine-Grained_Patch_CVPR_2026_paper.pdf,https://arxiv.org/abs/2503.06100,dichotomous image segmentation; depth integrity-prior; pseudo-depth information; monocular depth estimation; Prior-guided Depth Fusion Network; RGB-depth feature fusion; depth-aware structure perception; depth integrity-prior loss; fine-grained enhancement module; adaptive patch selection,2026-06-05
Ani3DHuman: Photorealistic 3D Human Animation with Self-guided Stochastic Sampling,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_Ani3DHuman_Photorealistic_3D_Human_Animation_with_Self-guided_Stochastic_Sampling_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19089,3D human animation; photorealistic human animation; kinematics-based animation; video diffusion priors; non-rigid motion; clothing dynamics; layered motion representation; self-guided stochastic sampling; out-of-distribution renderings; residual non-rigid motion field,2026-06-05
A Debiased Reconstruction-based Framework for Training-Free Detection of AI-Generated Images,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_A_Debiased_Reconstruction-based_Framework_for_Training-Free_Detection_of_AI-Generated_Images_CVPR_2026_paper.pdf,,AI-generated image detection; latent diffusion model; reconstruction error; training-free detection; image debiasing; background bias; augmentation strategies; latent-level reconstruction; generative models; corruption robustness,2026-06-05
StyleTextGen: Style-Conditioned Multilingual Scene Text Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_StyleTextGen_Style-Conditioned_Multilingual_Scene_Text_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.14708,style-conditioned scene text generation; multilingual text style representations; dual-branch style encoder; text style consistency loss; mask-guided inference; style alignment; bilingual scene text style benchmark; cross-lingual generalization; complex real-world scenes; fine-grained style consistency,2026-06-05
Single-step Diffusion-based Video Coding with Semantic-Temporal Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Xue_Single-step_Diffusion-based_Video_Coding_with_Semantic-Temporal_Guidance_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.07480,single-step diffusion; video coding; neural video codecs; low-bitrate video compression; perceptual quality; conditional coding framework; Contextual Semantic Guidance; frame-adaptive semantics; Temporal Consistency Guidance; temporal coherence,2026-06-05
Neural Collapse in Test-Time Adaptation,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Neural_Collapse_in_Test-Time_Adaptation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.10421,Test-Time Adaptation; Neural Collapse; Sample-wise Alignment Collapse; out-of-distribution robustness; domain shifts; feature-classifier alignment; pseudo-label reliability; hybrid targets; feature embeddings; ImageNet-C,2026-06-05
ManifoldGD: Training-Free Hierarchical Manifold Guidance for Diffusion-Based Dataset Distillation,https://openaccess.thecvf.com/content/CVPR2026/papers/Roy_ManifoldGD_Training-Free_Hierarchical_Manifold_Guidance_for_Diffusion-Based_Dataset_Distillation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23295,dataset distillation; training-free diffusion-based distillation; Manifold-Guided Distillation; manifold consistent guidance; hierarchical divisive clustering; VAE latent features; instance prototype centroids; multi-scale coreset; latent manifold; local tangent space,2026-06-05
Flash-DMD: Towards High-Fidelity Few-Step Image Generation with Efficient Distillation and Joint Reinforcement Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Flash-DMD_Towards_High-Fidelity_Few-Step_Image_Generation_with_Efficient_Distillation_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20549,timestep distillation; reinforcement learning refinement; few-step image generation; diffusion models; reward hacking; joint training; score-based models; flow matching models; text-image alignment; policy collapse,2026-06-05
MambaSIC: Mamba-based Stereo Image Compression with Bi-directional Multi-reference Entropy Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_MambaSIC_Mamba-based_Stereo_Image_Compression_with_Bi-directional_Multi-reference_Entropy_Model_CVPR_2026_paper.pdf,,Stereo image compression; Mamba; visual state space; bi-directional entropy model; inter-view redundancy; rate-distortion; cross-attention; autoregressive entropy models; checkerboard partitioning; coding speed,2026-06-05
ActivePolicy: Active Gaussian Reconstruction and Optimization Strategy Based on Global-Local Information Gain,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_ActivePolicy_Active_Gaussian_Reconstruction_and_Optimization_Strategy_Based_on_Global-Local_CVPR_2026_paper.pdf,,3D Gaussian reconstruction; next-best-view selection; novel view synthesis; rendering quality; information gain metrics; geometric consistency; floaters suppression; manifold discrepancies; adaptive dropout; view optimization,2026-06-05
Thinking Diffusion: Penalize and Guide Visual-Grounded Reasoning in Diffusion Multimodal Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Thinking_Diffusion_Penalize_and_Guide_Visual-Grounded_Reasoning_in_Diffusion_Multimodal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.05497,diffusion multimodal large language models; diffusion large language models; Chain-of-Thought reasoning; visual-grounded reasoning; premature answer generation; visual prompt dependency; Position and Step Penalty; Visual Reasoning Guidance; classifier-free guidance; parallel generation,2026-06-05
Visual-Aware CoT: Achieving High-Fidelity Visual Consistency in Unified Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Ye_Visual-Aware_CoT_Achieving_High-Fidelity_Visual_Consistency_in_Unified_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.19686,Visual-Aware CoT; visual context consistency; unified models; multi-modal generation; multi-reference generation; Adaptive Visual Planning; Iterative Visual Correction; supervised finetuning; flow-GRPO; visual checking reward,2026-06-05
Adaptive Learned Image Compression with Graph Neural Networks,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Adaptive_Learned_Image_Compression_with_Graph_Neural_Networks_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25316,learned image compression; Graph Neural Networks; content-adaptive image compression; dual-scale graphs; adaptive connectivity; data-driven receptive fields; spatially varying redundancy; global redundancy modeling; Graph-based Learned Image Compression; BD-rate reduction,2026-06-05
ProOOD: Prototype-Guided Out-of-Distribution 3D Occupancy Prediction,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_ProOOD_Prototype-Guided_Out-of-Distribution_3D_Occupancy_Prediction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.01081,3D semantic occupancy prediction; autonomous driving; out-of-distribution detection; prototype-guided refinement; semantic imputation; tail mining; rare-class representations; voxel-level OOD scores; local logit coherence; prototype matching,2026-06-05
ZeroIDIR: Zero-Reference Illumination Degradation Image Restoration with Perturbed Consistency Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_ZeroIDIR_Zero-Reference_Illumination_Degradation_Image_Restoration_with_Perturbed_Consistency_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.11435,zero-reference image restoration; illumination degradation; diffusion-based reconstruction; adaptive gamma correction; spatially varying exposure correction; histogram-guided illumination correction loss; perturbed consistency diffusion model; perturbed diffusion consistency loss; unsupervised image restoration; low-quality degraded images,2026-06-05
HiFi-Inpaint: Towards High-Fidelity Reference-Based Inpainting for Generating Detail-Preserving Human-Product Images,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_HiFi-Inpaint_Towards_High-Fidelity_Reference-Based_Inpainting_for_Generating_Detail-Preserving_Human-Product_Images_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02210,reference-based inpainting; human-product image generation; product detail preservation; HiFi-Inpaint; Shared Enhancement Attention; Detail-Aware Loss; high-frequency maps; pixel-level supervision; HP-Image-40K; self-synthesis data,2026-06-05
ClusterMark: Towards Robust Watermarking for Autoregressive Image Generators with Visual Token Clustering,https://openaccess.thecvf.com/content/CVPR2026/papers/Lukovnikov_ClusterMark_Towards_Robust_Watermarking_for_Autoregressive_Image_Generators_with_Visual_CVPR_2026_paper.pdf,,Watermarking; Autoregressive image models; Visual token clustering; VQ-VAE; Token-level watermarking; Robustness; Image perturbations; Latent diffusion models; Generative models; Watermark detection,2026-06-05
The Coherence Trap: When MLLM-Crafted Narratives Exploit Manipulated Visual Contexts,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_The_Coherence_Trap_When_MLLM-Crafted_Narratives_Exploit_Manipulated_Visual_Contexts_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.17476,multimedia manipulation detection; MLLM-driven deception; AI-generated disinformation; manipulated visual contexts; semantically coherent deceptive narratives; MLLM-Driven Synthetic Multimodal dataset; state-of-the-art image editing; Artifact-aware Manipulation Diagnosis; Artifact Pre-perception Encoding; Manipulation-Oriented Reasoning,2026-06-05
Customized Fusion: A Closed-Loop Dynamic Network for Adaptive Multi-Task-Aware Infrared-Visible Image Fusion,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Customized_Fusion_A_Closed-Loop_Dynamic_Network_for_Adaptive_Multi-Task-Aware_Infrared-Visible_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08924,infrared-visible image fusion; multi-task-aware image fusion; Closed-Loop Dynamic Network; closed-loop optimization; downstream task adaptation; Requirement-driven Semantic Compensation; Basis Vector Bank; Architecture-Adaptive Semantic Injection; task-specific semantic compensation; reward-penalty strategy,2026-06-05
FUSER: Feed-Forward Multiview 3D Registration Transformer and SE(3)$^N$ Diffusion Refinement,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_FUSER_Feed-Forward_Multiview_3D_Registration_Transformer_and_SE3N_Diffusion_Refinement_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.09373,multiview point cloud registration; feed-forward registration transformer; global pose prediction; sparse 3D CNN; superpoint features; Geometric Alternating Attention; 2D attention priors; 3D feature interaction; SE(3)^N diffusion refinement; denoising supervision,2026-06-05
PointCSP: Cross-Sample Semantic Propagation and Stability Preservation in Self-Supervised Point Cloud Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_PointCSP_Cross-Sample_Semantic_Propagation_and_Stability_Preservation_in_Self-Supervised_Point_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.01759,point cloud self-supervised learning; cross-sample semantic propagation; semantic state propagation; state-space model; cross-sample semantic consistency; global semantic alignment; asymmetric semantic preservation distillation; semantic feature alignment; batch dependency; scene-level point clouds,2026-06-05
Neighbor GRPO: Contrastive ODE Policy Optimization Aligns Flow Models,https://openaccess.thecvf.com/content/CVPR2026/papers/He_Neighbor_GRPO_Contrastive_ODE_Policy_Optimization_Aligns_Flow_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.16955,Neighbor GRPO; Group Relative Policy Optimization; flow matching models; deterministic ODE sampling; SDE-based GRPO; contrastive learning; distance-based surrogate policy; policy gradient optimization; symmetric anchor sampling; group-wise quasi-norm reweighting,2026-06-05
CustomTex: High-fidelity Indoor Scene Texturing via Multi-Reference Customization,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_CustomTex_High-fidelity_Indoor_Scene_Texturing_via_Multi-Reference_Customization_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19121,3D indoor scene texturing; instance-level control; reference image customization; high-resolution texture map; dual-distillation; semantic-level distillation; instance cross-attention; pixel-level distillation; Variational Score Distillation; 3D scene appearance editing,2026-06-05
SeeGroup: Multi-Layer Depth Estimation of Transparent Surfaces via Self-Determined Grouping,https://openaccess.thecvf.com/content/CVPR2026/papers/Wen_SeeGroup_Multi-Layer_Depth_Estimation_of_Transparent_Surfaces_via_Self-Determined_Grouping_CVPR_2026_paper.pdf,,3D depth estimation; transparent surfaces; multi-layer depth; recurrent decomposition; intensity-based formulation; novel view synthesis; depth disambiguation; LayeredDepth benchmark; self-determined grouping; depth map ambiguity,2026-06-05
CrossVL: Complexity-Aware Feature Routing and Paired Curriculum for Cross-View Vision-Language Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_CrossVL_Complexity-Aware_Feature_Routing_and_Paired_Curriculum_for_Cross-View_Vision-Language_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.09802,cross-view vision-language detection; Vision-language models; Complexity-Aware Pathway Aggregation; Paired Curriculum Learning; feature routing; ground-aerial pairs; scene complexity estimation; view-specific representations; multimodal statistics; Florence-2,2026-06-05
GFRRN: Explore the Gaps in Single Image Reflection Removal,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_GFRRN_Explore_the_Gaps_in_Single_Image_Reflection_Removal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22695,single image reflection removal; dual-stream methods; feature interaction mechanism; parameter efficient fine-tuning; Mona layers; reflection label inconsistencies; label generator; Gaussian-based Adaptive Frequency Learning Block; frequency priors; Dynamic Agent Attention,2026-06-05
MoVieS: Motion-Aware 4D Dynamic View Synthesis in One Second,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_MoVieS_Motion-Aware_4D_Dynamic_View_Synthesis_in_One_Second_CVPR_2026_paper.pdf,https://arxiv.org/abs/2507.10065,4D dynamic view synthesis; monocular video reconstruction; pixel-aligned Gaussian primitives; time-varying motion supervision; dynamic 3D scenes; 3D point tracking; geometry reconstruction; zero-shot scene flow estimation; moving object segmentation; motion-aware view synthesis,2026-06-05
Affostruction: 3D Affordance Grounding with Generative Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Park_Affostruction_3D_Affordance_Grounding_with_Generative_Reconstruction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.09211,affordance grounding; RGBD images; surface region localization; generative reconstruction; complete object geometry; sparse voxel fusion; multi-view features; flow-based affordance distributions; active view selection; 3D reconstruction,2026-06-05
Is Parameter Isolation Better for Prompt-Based Continual Learning?,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Is_Parameter_Isolation_Better_for_Prompt-Based_Continual_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.20894,prompt-based continual learning; catastrophic forgetting; parameter isolation; prompt-sharing framework; global prompt pool; task-aware gated routing; sparse prompt activation; dynamic decoupling; history-aware modulator; prompt activation statistics,2026-06-05
